Iteración,Tiempo(s),Memoria(KB)
1,0.11,40176
2,0.11,55920
3,0.14,56176
4,0.07,53396
5,0.07,55664
6,0.07,53628
7,0.09,56184
8,0.09,40188
9,0.10,56048
10,0.10,53616
11,0.09,40188
12,0.09,53500
13,0.07,56172
14,0.08,53276
15,0.08,53456
16,0.07,53488
17,0.12,53452
18,0.14,53116
19,0.16,55784
20,0.16,55340
21,0.15,56196
22,0.08,56060
23,0.07,55660
24,0.09,53488
25,0.11,52940
26,0.14,53372
27,0.17,56068
28,0.13,53484
29,0.14,53504
30,0.08,53500
31,0.13,56108
32,0.09,53244
33,0.09,53384
34,0.13,53356
35,0.09,55620
36,0.09,55416
37,0.09,53300
38,0.11,53580
39,0.10,55660
40,0.11,55292
41,0.09,53456
42,0.09,53356
43,0.11,55980
44,0.10,55532
45,0.09,53484
46,0.09,53612
47,0.09,53612
48,0.10,55408
49,0.06,53352
50,0.06,53584
51,0.07,53416
52,0.10,55660
53,0.14,55924
54,0.12,53324
55,0.14,53232
56,0.10,55576
57,0.08,55532
58,0.10,53360
59,0.07,53364
60,0.06,53500
61,0.05,53484
62,0.06,53488
63,0.06,56056
64,0.06,56172
65,0.06,55676
66,0.08,55800
67,0.08,53236
68,0.09,53368
69,0.13,55928
70,0.15,53584
71,0.12,55412
72,0.07,53484
73,0.09,55788
74,0.14,56304
75,0.14,53496
76,0.08,56316
77,0.09,55548
78,0.12,53628
79,0.15,53372
80,0.16,55404
81,0.11,53756
82,0.14,53116
83,0.13,53068
84,0.11,53496
85,0.08,53104
86,0.09,55916
87,0.08,55464
88,0.08,53060
89,0.09,53356
90,0.16,56180
91,0.13,53364
92,0.09,53360
93,0.10,53892
94,0.11,55544
95,0.10,53100
96,0.08,56168
97,0.09,55500
98,0.09,55676
99,0.11,55924
100,0.09,55276
