Iteración,Tiempo(s),Memoria(KB)
1,0.08,56060
2,0.08,53360
3,0.09,56304
4,0.09,56048
5,0.08,53488
6,0.09,55792
7,0.08,55548
8,0.08,55664
9,0.08,53616
10,0.10,55660
11,0.14,55408
12,0.12,53228
13,0.07,53232
14,0.14,53356
15,0.10,54524
16,0.09,53360
17,0.10,56048
18,0.13,55808
19,0.09,53328
20,0.10,53488
21,0.15,53360
22,0.16,55888
23,0.18,55876
24,0.08,56412
25,0.11,53548
26,0.14,56048
27,0.17,53612
28,0.14,53412
29,0.08,53356
30,0.05,55660
31,0.05,53104
32,0.06,53320
33,0.05,55548
34,0.06,55920
35,0.08,53500
36,0.09,56096
37,0.09,56048
38,0.15,56172
39,0.09,53484
40,0.15,56132
41,0.07,55612
42,0.07,55800
43,0.07,55676
44,0.07,52972
45,0.09,53488
46,0.08,55784
47,0.08,56180
48,0.06,53116
49,0.06,53636
50,0.07,53240
51,0.09,56196
52,0.13,56172
53,0.13,56224
54,0.10,53232
55,0.09,53364
56,0.08,53360
57,0.09,53496
58,0.09,56052
59,0.22,55804
60,0.21,55992
61,0.13,55276
62,0.07,55548
63,0.07,55932
64,0.07,55544
65,0.09,53100
66,0.07,55536
67,0.08,53492
68,0.17,53380
69,0.17,40572
70,0.17,55028
71,0.11,53372
72,0.12,55792
73,0.09,55812
74,0.10,53116
75,0.08,53500
76,0.11,55796
77,0.16,53488
78,0.12,56264
79,0.18,53228
80,0.16,53740
81,0.20,55912
82,0.23,55108
83,0.12,55228
84,0.06,53508
85,0.06,53368
86,0.07,53628
87,0.08,53388
88,0.08,53496
89,0.09,40680
90,0.09,55548
91,0.09,54436
92,0.10,55548
93,0.10,53332
94,0.14,53240
95,0.12,53636
96,0.09,53356
97,0.12,56168
98,0.11,53756
99,0.12,56012
100,0.16,55812
