Iteración,Tiempo(s),Memoria(KB)
1,0.12,40324
2,0.10,55404
3,0.10,56332
4,0.09,55544
5,0.15,56172
6,0.09,53096
7,0.07,53244
8,0.09,55920
9,0.16,56044
10,0.08,53316
11,0.07,53188
12,0.05,55800
13,0.06,55804
14,0.06,56304
15,0.05,53368
16,0.06,53328
17,0.06,53356
18,0.15,56024
19,0.15,53500
20,0.15,56144
21,0.12,53756
22,0.07,55664
23,0.08,55836
24,0.07,56316
25,0.08,55676
26,0.12,53624
27,0.11,40572
28,0.16,56180
29,0.14,55452
30,0.14,56188
31,0.09,55916
32,0.06,53380
33,0.06,53484
34,0.07,53220
35,0.06,53104
36,0.07,56316
37,0.09,56316
38,0.09,56060
39,0.09,53488
40,0.07,53392
41,0.09,53228
42,0.08,53328
43,0.09,55356
44,0.11,55536
45,0.11,53116
46,0.11,53352
47,0.11,53496
48,0.07,55548
49,0.08,53244
50,0.08,40396
51,0.09,40424
52,0.16,53488
53,0.12,55788
54,0.10,54992
55,0.07,55804
56,0.07,55404
57,0.08,56060
58,0.07,56108
59,0.07,55500
60,0.08,55620
61,0.07,55664
62,0.07,55376
63,0.05,55536
64,0.06,55660
65,0.05,53204
66,0.13,55664
67,0.15,56312
68,0.15,55788
69,0.09,53100
70,0.14,55416
71,0.17,55804
72,0.13,53612
73,0.12,55536
74,0.12,56052
75,0.14,55548
76,0.07,55800
77,0.08,56060
78,0.07,55404
79,0.08,56144
80,0.09,53188
81,0.17,56428
82,0.16,55920
83,0.17,56308
84,0.16,53300
85,0.13,55916
86,0.07,55916
87,0.09,40516
88,0.12,55792
89,0.13,55540
90,0.15,53500
91,0.14,53360
92,0.09,40580
93,0.09,56168
94,0.10,55804
95,0.11,55804
96,0.12,55548
97,0.15,55796
98,0.07,55920
99,0.08,53612
100,0.11,53228
