Iteración,Tiempo(s),Memoria(KB)
1,0.09,56168
2,0.14,53144
3,0.07,53496
4,0.08,55900
5,0.09,55924
6,0.10,53208
7,0.09,52968
8,0.14,56300
9,0.07,53636
10,0.16,53372
11,0.12,53488
12,0.08,55812
13,0.07,56188
14,0.07,53500
15,0.10,55120
16,0.16,53484
17,0.23,55384
18,0.11,56436
19,0.14,55292
20,0.09,55920
21,0.17,56164
22,0.16,56172
23,0.19,40580
24,0.17,56188
25,0.11,56068
26,0.13,56040
27,0.13,55548
28,0.12,53080
29,0.13,53240
30,0.11,55044
31,0.10,53132
32,0.16,55404
33,0.18,56140
34,0.20,55404
35,0.20,55300
36,0.19,53444
37,0.21,55280
38,0.17,55408
39,0.15,56072
40,0.17,56300
41,0.16,53344
42,0.17,53236
43,0.15,56008
44,0.14,56236
45,0.13,56444
46,0.13,53368
47,0.12,40428
48,0.13,55248
49,0.07,53756
50,0.06,52988
51,0.07,55280
52,0.06,55664
53,0.06,55784
54,0.07,53628
55,0.05,55404
56,0.05,53104
57,0.06,56428
58,0.08,55792
59,0.13,56304
60,0.17,55920
61,0.14,56560
62,0.08,53496
63,0.08,54908
64,0.08,55020
65,0.08,55800
66,0.07,53496
67,0.09,55924
68,0.13,54896
69,0.12,54672
70,0.06,53364
71,0.07,56180
72,0.07,55916
73,0.07,55548
74,0.07,55588
75,0.07,56300
76,0.11,56176
77,0.14,53436
78,0.10,56560
79,0.06,40348
80,0.08,40316
81,0.09,53380
82,0.11,53508
83,0.15,55596
84,0.09,53484
85,0.07,53356
86,0.07,53368
87,0.08,55664
88,0.08,40312
89,0.07,55620
90,0.08,55932
91,0.08,53740
92,0.08,55876
93,0.09,53492
94,0.08,53612
95,0.09,40316
96,0.10,56428
97,0.09,53500
98,0.07,55384
99,0.06,56028
100,0.06,55920
