Iteración,Tiempo(s),Memoria(KB)
1,0.09,53620
2,0.10,56060
3,0.14,56048
4,0.12,55536
5,0.11,56132
6,0.12,54396
7,0.13,53480
8,0.11,53124
9,0.09,53224
10,0.10,55688
11,0.09,53484
12,0.10,55400
13,0.13,53580
14,0.08,53492
15,0.16,55920
16,0.13,56188
17,0.06,55676
18,0.07,55336
19,0.07,55532
20,0.06,56060
21,0.07,53356
22,0.07,53380
23,0.05,53244
24,0.06,53296
25,0.06,55676
26,0.05,55796
27,0.06,53764
28,0.05,55912
29,0.05,55792
30,0.06,53360
31,0.08,55900
32,0.07,40700
33,0.08,55532
34,0.07,55888
35,0.07,56180
36,0.06,55420
37,0.07,53620
38,0.07,55672
39,0.08,53360
40,0.23,55612
41,0.18,55876
42,0.18,56088
43,0.15,53484
44,0.10,56568
45,0.12,52984
46,0.10,56516
47,0.11,53252
48,0.08,55356
49,0.08,53492
50,0.08,53612
51,0.06,53628
52,0.07,53252
53,0.06,56060
54,0.08,53744
55,0.11,56048
56,0.12,55932
57,0.13,53264
58,0.10,56180
59,0.10,55664
60,0.09,55664
61,0.10,55912
62,0.11,40316
63,0.11,53480
64,0.08,53496
65,0.09,53364
66,0.11,53484
67,0.11,53036
68,0.13,53364
69,0.16,55672
70,0.15,56052
71,0.15,53608
72,0.08,55920
73,0.09,55724
74,0.08,55656
75,0.09,56048
76,0.15,53104
77,0.17,54660
78,0.10,55548
79,0.11,53240
80,0.16,53368
81,0.12,53144
82,0.10,55532
83,0.14,53060
84,0.13,53616
85,0.10,53228
86,0.09,53492
87,0.07,55556
88,0.12,56260
89,0.18,56252
90,0.13,53200
91,0.10,53616
92,0.18,53188
93,0.14,53200
94,0.11,55932
95,0.06,53372
96,0.06,55548
97,0.06,53616
98,0.07,53612
99,0.06,40556
100,0.05,55788
