Iteración,Tiempo(s),Memoria(KB)
1,0.13,53736
2,0.09,56196
3,0.06,55668
4,0.07,56060
5,0.09,55420
6,0.07,55920
7,0.09,53484
8,0.10,40560
9,0.10,55540
10,0.07,55164
11,0.06,40700
12,0.08,55656
13,0.09,55408
14,0.08,53700
15,0.13,56048
16,0.07,53576
17,0.07,55224
18,0.08,55788
19,0.09,56324
20,0.11,40052
21,0.11,53188
22,0.10,53620
23,0.08,54512
24,0.07,55400
25,0.10,53484
26,0.14,55148
27,0.14,53488
28,0.12,55548
29,0.08,40144
30,0.09,55684
31,0.09,53372
32,0.10,55524
33,0.07,56060
34,0.07,54852
35,0.13,56004
36,0.08,53500
37,0.16,55812
38,0.07,55364
39,0.07,53500
40,0.07,56172
41,0.06,53308
42,0.07,53324
43,0.08,53488
44,0.15,55148
45,0.16,53628
46,0.23,55940
47,0.20,56056
48,0.15,53612
49,0.18,55300
50,0.15,53372
51,0.18,56144
52,0.14,56196
53,0.07,53052
54,0.08,53104
55,0.10,53240
56,0.19,55932
57,0.18,56172
58,0.17,53752
59,0.14,54736
60,0.13,55036
61,0.12,55920
62,0.14,53408
63,0.08,40560
64,0.08,55788
65,0.08,40444
66,0.08,55928
67,0.08,53096
68,0.11,53104
69,0.12,55244
70,0.14,56432
71,0.14,55888
72,0.09,56444
73,0.08,55912
74,0.10,56444
75,0.08,40176
76,0.07,55792
77,0.07,56040
78,0.08,52868
79,0.14,56316
80,0.09,53360
81,0.09,53008
82,0.10,55536
83,0.09,53612
84,0.11,53368
85,0.12,40400
86,0.08,55748
87,0.09,56048
88,0.10,53228
89,0.10,53668
90,0.09,53016
91,0.11,55536
92,0.14,55804
93,0.09,56260
94,0.09,56424
95,0.07,55932
96,0.07,52984
97,0.10,56300
98,0.09,56188
99,0.10,53100
100,0.08,53328
