Iteración,Tiempo(s),Memoria(KB)
1,0.06,53864
2,0.07,56188
3,0.13,55784
4,0.06,55804
5,0.06,53676
6,0.07,53360
7,0.06,53500
8,0.06,53484
9,0.06,53736
10,0.08,55788
11,0.08,53576
12,0.07,53464
13,0.07,53116
14,0.07,40300
15,0.07,53124
16,0.07,55156
17,0.06,53096
18,0.07,55672
19,0.07,56316
20,0.07,53500
21,0.05,53116
22,0.07,53484
23,0.06,53436
24,0.05,53360
25,0.06,53740
26,0.07,56172
27,0.16,55916
28,0.06,53608
29,0.06,56168
30,0.05,55660
31,0.05,56060
32,0.05,55792
33,0.05,55532
34,0.07,55916
35,0.06,53756
36,0.08,40324
37,0.11,55916
38,0.07,53628
39,0.06,53312
40,0.06,55788
41,0.06,56044
42,0.06,55276
43,0.05,53612
44,0.05,53500
45,0.06,56452
46,0.05,55476
47,0.06,53356
48,0.05,55404
49,0.05,53484
50,0.06,53316
51,0.06,53496
52,0.05,55672
53,0.06,55660
54,0.05,53356
55,0.07,56044
56,0.05,53480
57,0.06,56048
58,0.07,56152
59,0.05,55772
60,0.05,56180
61,0.05,53352
62,0.05,53748
63,0.06,55660
64,0.06,54780
65,0.05,56444
66,0.05,55788
67,0.05,53364
68,0.06,56172
69,0.06,53240
70,0.05,55528
71,0.05,55784
72,0.06,53336
73,0.05,55528
74,0.05,53736
75,0.05,53368
76,0.07,53492
77,0.06,56452
78,0.05,55548
79,0.06,56016
80,0.06,55944
81,0.08,55852
82,0.09,55272
83,0.09,55656
84,0.12,53488
85,0.08,55792
86,0.09,53444
87,0.05,55920
88,0.06,53624
89,0.10,53252
90,0.07,53492
91,0.05,53232
92,0.05,56168
93,0.06,40060
94,0.06,55548
95,0.06,55532
96,0.08,53616
97,0.09,53124
98,0.08,52972
99,0.08,53484
100,0.08,55356
