Iteración,Tiempo(s),Memoria(KB)
1,0.11,56816
2,0.07,55608
3,0.08,55932
4,0.10,55528
5,0.09,56024
6,0.10,55932
7,0.11,56828
8,0.09,55548
9,0.12,56176
10,0.11,55932
11,0.10,55548
12,0.15,56364
13,0.15,57104
14,0.07,55884
15,0.07,56168
16,0.09,56184
17,0.09,56060
18,0.11,57084
19,0.10,56424
20,0.11,55928
21,0.12,56188
22,0.13,53628
23,0.08,56820
24,0.06,54524
25,0.06,55784
26,0.07,55516
27,0.07,56028
28,0.08,56044
29,0.08,56552
30,0.08,53744
31,0.13,56208
32,0.15,56256
33,0.13,56180
34,0.08,56452
35,0.12,54764
36,0.16,55548
37,0.16,57028
38,0.09,55668
39,0.11,55676
40,0.13,56044
41,0.08,55940
42,0.13,55788
43,0.13,53740
44,0.11,56172
45,0.13,56308
46,0.12,56188
47,0.12,56060
48,0.09,57180
49,0.13,55660
50,0.19,56048
51,0.18,56556
52,0.13,56172
53,0.08,56444
54,0.10,55672
55,0.14,56980
56,0.16,56176
57,0.11,53608
58,0.13,56044
59,0.13,55792
60,0.10,55928
61,0.14,56532
62,0.13,56296
63,0.14,57196
64,0.08,56700
65,0.07,56432
66,0.07,55672
67,0.06,54136
68,0.07,56048
69,0.08,56100
70,0.11,56284
71,0.10,55532
72,0.10,56176
73,0.10,53356
74,0.12,56172
75,0.08,56040
76,0.08,55812
77,0.08,55804
78,0.10,56188
79,0.20,55932
80,0.16,56440
81,0.12,55924
82,0.08,55912
83,0.09,54908
84,0.16,56452
85,0.12,55920
86,0.06,56316
87,0.06,56444
88,0.08,57084
89,0.09,55420
90,0.18,56052
91,0.14,56440
92,0.09,55932
93,0.10,56824
94,0.09,55652
95,0.10,55532
96,0.11,56304
97,0.10,56508
98,0.13,55628
99,0.12,56428
100,0.15,56444
