Iteración,Tiempo(s),Memoria(KB)
1,0.08,56060
2,0.08,55404
3,0.07,56188
4,0.09,55916
5,0.08,55620
6,0.09,56172
7,0.11,57332
8,0.08,57576
9,0.06,56432
10,0.08,55796
11,0.07,56316
12,0.08,53612
13,0.09,55676
14,0.09,54008
15,0.10,56464
16,0.11,53244
17,0.13,56184
18,0.12,56068
19,0.11,56436
20,0.11,56176
21,0.14,54012
22,0.09,56300
23,0.10,56312
24,0.12,56804
25,0.16,57220
26,0.09,55884
27,0.13,56408
28,0.13,56624
29,0.11,56956
30,0.14,56516
31,0.16,56432
32,0.11,56188
33,0.06,55816
34,0.06,55420
35,0.05,56172
36,0.06,53500
37,0.11,56068
38,0.11,56452
39,0.13,55664
40,0.16,56160
41,0.16,55920
42,0.17,55404
43,0.14,56180
44,0.07,55388
45,0.08,57196
46,0.09,56060
47,0.14,55800
48,0.08,54892
49,0.09,54916
50,0.11,56060
51,0.06,56304
52,0.08,57328
53,0.07,55796
54,0.08,56432
55,0.11,53744
56,0.11,55660
57,0.18,56556
58,0.13,56572
59,0.12,54000
60,0.08,55940
61,0.09,56556
62,0.09,55812
63,0.10,56272
64,0.14,55576
65,0.15,55676
66,0.09,56172
67,0.09,55536
68,0.13,55536
69,0.12,53620
70,0.10,53708
71,0.08,55944
72,0.07,56172
73,0.07,56568
74,0.08,56044
75,0.10,56324
76,0.09,56060
77,0.10,56172
78,0.15,53880
79,0.08,56260
80,0.08,55684
81,0.13,55612
82,0.13,55916
83,0.16,57724
84,0.07,56300
85,0.09,57196
86,0.11,56308
87,0.11,56564
88,0.12,55932
89,0.15,53624
90,0.08,56060
91,0.08,56132
92,0.08,55784
93,0.08,57072
94,0.09,56528
95,0.09,55920
96,0.10,55924
97,0.11,53500
98,0.07,53372
99,0.06,56060
100,0.06,55920
