Iteración,Tiempo(s),Memoria(KB)
1,0.07,56168
2,0.07,55668
3,0.08,55788
4,0.07,53112
5,0.09,56048
6,0.14,55580
7,0.09,53452
8,0.08,52980
9,0.07,55804
10,0.07,55536
11,0.08,55748
12,0.07,55532
13,0.08,53372
14,0.08,53412
15,0.09,53212
16,0.12,53068
17,0.12,53456
18,0.12,55732
19,0.10,53676
20,0.07,55960
21,0.07,56052
22,0.08,56172
23,0.08,55548
24,0.09,55876
25,0.10,53616
26,0.10,55748
27,0.09,53484
28,0.08,53356
29,0.08,40308
30,0.07,40160
31,0.09,55536
32,0.10,53484
33,0.09,55536
34,0.07,53328
35,0.06,53612
36,0.06,55788
37,0.08,53488
38,0.08,55676
39,0.07,53328
40,0.08,55932
41,0.08,53316
42,0.10,55536
43,0.14,40184
44,0.14,55532
45,0.08,55404
46,0.09,55788
47,0.08,56048
48,0.10,55932
49,0.15,53356
50,0.12,53228
51,0.07,56040
52,0.07,53372
53,0.07,53584
54,0.08,55800
55,0.08,53488
56,0.08,53116
57,0.08,53356
58,0.09,56272
59,0.11,55656
60,0.14,55796
61,0.07,53244
62,0.09,56312
63,0.07,53232
64,0.06,55664
65,0.09,55660
66,0.07,55796
67,0.08,55824
68,0.11,53360
69,0.10,56180
70,0.09,53616
71,0.10,55920
72,0.13,56432
73,0.11,53484
74,0.09,55792
75,0.11,56188
76,0.14,53480
77,0.15,55932
78,0.07,53456
79,0.15,53372
80,0.07,53488
81,0.06,55420
82,0.05,53368
83,0.06,53372
84,0.07,55404
85,0.06,56176
86,0.09,55420
87,0.10,55768
88,0.12,55660
89,0.13,55536
90,0.15,55804
91,0.07,53356
92,0.07,55412
93,0.07,40692
94,0.08,55452
95,0.07,53500
96,0.08,55652
97,0.08,53360
98,0.16,56172
99,0.08,56316
100,0.14,56068
