Iteración,Tiempo(s),Memoria(KB)
1,0.10,56056
2,0.08,55760
3,0.09,56052
4,0.07,56068
5,0.07,53232
6,0.06,55516
7,0.07,53100
8,0.06,53636
9,0.08,53244
10,0.12,55696
11,0.08,56060
12,0.07,55540
13,0.06,53116
14,0.06,53104
15,0.06,56184
16,0.05,55796
17,0.07,55660
18,0.07,56172
19,0.08,56060
20,0.08,53628
21,0.10,53116
22,0.10,53608
23,0.10,55436
24,0.13,55656
25,0.14,53488
26,0.14,56172
27,0.09,53240
28,0.13,53436
29,0.07,53488
30,0.08,53244
31,0.08,56444
32,0.08,56044
33,0.09,56048
34,0.13,55272
35,0.15,55788
36,0.08,55676
37,0.15,55932
38,0.13,53424
39,0.11,53636
40,0.12,53508
41,0.08,53500
42,0.13,56004
43,0.13,56044
44,0.09,56060
45,0.10,53456
46,0.15,56316
47,0.07,53500
48,0.08,55788
49,0.07,53752
50,0.07,55568
51,0.07,53500
52,0.14,56048
53,0.07,55676
54,0.07,53232
55,0.06,53368
56,0.06,55660
57,0.06,55564
58,0.06,53360
59,0.06,40428
60,0.08,55664
61,0.08,53352
62,0.09,53100
63,0.07,55292
64,0.06,53588
65,0.06,53528
66,0.06,56316
67,0.07,55704
68,0.12,55156
69,0.13,55920
70,0.08,53548
71,0.08,55664
72,0.08,55664
73,0.10,56164
74,0.09,55784
75,0.11,53492
76,0.11,53060
77,0.10,56828
78,0.11,53228
79,0.11,55788
80,0.14,55684
81,0.14,53444
82,0.12,53232
83,0.09,55928
84,0.08,52988
85,0.08,56044
86,0.08,40176
87,0.07,55668
88,0.07,53244
89,0.07,53360
90,0.07,55792
91,0.15,53372
92,0.13,56048
93,0.07,55536
94,0.09,55776
95,0.11,56172
96,0.16,55704
97,0.15,56048
98,0.09,56296
99,0.07,53572
100,0.06,55788
