Iteración,Tiempo(s),Memoria(KB)
1,0.07,55672
2,0.06,55916
3,0.12,57592
4,0.15,55932
5,0.15,56172
6,0.12,55920
7,0.10,55676
8,0.10,56044
9,0.11,55676
10,0.10,56696
11,0.09,56044
12,0.14,55884
13,0.08,56400
14,0.10,55920
15,0.14,54524
16,0.10,56944
17,0.06,56684
18,0.07,55800
19,0.07,56432
20,0.06,55924
21,0.07,56304
22,0.08,56316
23,0.14,56316
24,0.14,56560
25,0.08,55684
26,0.08,56132
27,0.09,55792
28,0.10,53872
29,0.13,56828
30,0.12,55920
31,0.12,56048
32,0.12,55672
33,0.16,56316
34,0.18,58232
35,0.10,55672
36,0.09,55784
37,0.15,56436
38,0.16,55912
39,0.14,55932
40,0.12,55916
41,0.15,56316
42,0.12,56060
43,0.09,57192
44,0.12,55620
45,0.15,56172
46,0.08,56556
47,0.14,55920
48,0.09,56908
49,0.14,56524
50,0.13,53880
51,0.09,56300
52,0.09,56188
53,0.10,56048
54,0.08,55804
55,0.09,56940
56,0.12,56552
57,0.14,56044
58,0.13,57576
59,0.08,56828
60,0.08,56052
61,0.10,55916
62,0.11,56048
63,0.15,56184
64,0.14,55920
65,0.10,56236
66,0.13,56296
67,0.23,56068
68,0.15,56444
69,0.08,56432
70,0.09,56040
71,0.08,53500
72,0.09,55812
73,0.10,55792
74,0.10,55512
75,0.13,56168
76,0.17,58484
77,0.16,57588
78,0.07,53612
79,0.12,55792
80,0.09,55800
81,0.10,55788
82,0.12,56940
83,0.18,56944
84,0.15,56172
85,0.07,55788
86,0.07,56948
87,0.07,55804
88,0.09,56652
89,0.09,53492
90,0.10,56048
91,0.08,56444
92,0.09,56556
93,0.09,56436
94,0.10,55924
95,0.13,55920
96,0.14,55788
97,0.13,55792
98,0.12,55404
99,0.09,55928
100,0.11,56828
