Iteración,Tiempo(s),Memoria(KB)
1,0.06,56044
2,0.07,55872
3,0.07,55684
4,0.07,53424
5,0.08,55792
6,0.08,53500
7,0.09,56060
8,0.09,53372
9,0.12,56700
10,0.11,55932
11,0.11,53756
12,0.13,56116
13,0.14,55536
14,0.15,53488
15,0.15,53648
16,0.16,52988
17,0.11,56060
18,0.15,53308
19,0.15,56316
20,0.07,56188
21,0.08,56132
22,0.09,53356
23,0.08,53360
24,0.09,53580
25,0.09,55812
26,0.09,56300
27,0.15,53360
28,0.15,55540
29,0.09,53160
30,0.10,56304
31,0.15,55412
32,0.08,53104
33,0.06,55676
34,0.06,53488
35,0.06,55924
36,0.08,56004
37,0.07,55280
38,0.08,53212
39,0.08,53608
40,0.12,53244
41,0.08,55532
42,0.07,55804
43,0.10,53296
44,0.15,53488
45,0.09,55532
46,0.10,55660
47,0.12,40308
48,0.12,55912
49,0.13,55664
50,0.10,55928
51,0.12,53236
52,0.10,53108
53,0.09,56208
54,0.07,55928
55,0.05,55152
56,0.06,55668
57,0.06,53252
58,0.06,56176
59,0.06,55160
60,0.06,55916
61,0.06,53492
62,0.07,55292
63,0.07,55788
64,0.07,55500
65,0.07,55840
66,0.07,55928
67,0.07,55528
68,0.07,55292
69,0.09,55872
70,0.08,53492
71,0.09,53484
72,0.10,56060
73,0.09,55660
74,0.09,55912
75,0.09,56052
76,0.12,53360
77,0.13,53484
78,0.09,53756
79,0.10,53840
80,0.15,56308
81,0.13,55676
82,0.07,55796
83,0.07,55796
84,0.07,53744
85,0.09,53624
86,0.12,55800
87,0.15,56060
88,0.09,56056
89,0.09,55292
90,0.09,53232
91,0.09,55548
92,0.10,56004
93,0.13,53360
94,0.09,55660
95,0.10,53612
96,0.11,56040
97,0.14,53372
98,0.11,53628
99,0.07,40700
100,0.07,53244
