Iteración,Tiempo(s),Memoria(KB)
1,0.06,56048
2,0.06,53316
3,0.05,53488
4,0.07,55676
5,0.07,55696
6,0.07,53244
7,0.12,53484
8,0.13,40580
9,0.11,56188
10,0.06,53868
11,0.06,53116
12,0.09,56060
13,0.12,56044
14,0.08,56004
15,0.07,53492
16,0.07,56048
17,0.07,55420
18,0.06,53484
19,0.07,53228
20,0.08,53360
21,0.08,53488
22,0.07,55932
23,0.07,53544
24,0.07,53392
25,0.09,53500
26,0.09,53352
27,0.13,53380
28,0.12,53236
29,0.09,53380
30,0.11,53196
31,0.10,53356
32,0.08,53096
33,0.08,56044
34,0.08,55384
35,0.08,55800
36,0.10,55660
37,0.10,55548
38,0.14,55664
39,0.15,55924
40,0.12,40432
41,0.07,55800
42,0.08,55788
43,0.10,55912
44,0.10,53328
45,0.12,56012
46,0.12,53612
47,0.09,55920
48,0.09,55532
49,0.09,53244
50,0.09,55660
51,0.16,56312
52,0.13,56140
53,0.07,53356
54,0.08,55912
55,0.14,55876
56,0.14,55932
57,0.07,53748
58,0.08,56172
59,0.07,56280
60,0.08,55824
61,0.07,55528
62,0.08,55540
63,0.12,55800
64,0.11,53608
65,0.08,53628
66,0.08,55920
67,0.09,53616
68,0.16,56172
69,0.11,53232
70,0.12,53360
71,0.10,53496
72,0.11,53104
73,0.13,55800
74,0.16,55920
75,0.08,55668
76,0.07,53436
77,0.09,55804
78,0.10,53372
79,0.10,53096
80,0.10,56188
81,0.11,53616
82,0.10,53740
83,0.07,56316
84,0.08,56184
85,0.09,55912
86,0.08,55784
87,0.08,53356
88,0.09,53484
89,0.10,56260
90,0.10,55676
91,0.09,53140
92,0.09,53744
93,0.07,53100
94,0.06,53372
95,0.06,53368
96,0.07,55804
97,0.09,55724
98,0.09,53356
99,0.10,55804
100,0.10,55664
