Iteración,Tiempo(s),Memoria(KB)
1,0.12,53324
2,0.09,55548
3,0.11,56044
4,0.13,53372
5,0.10,53144
6,0.11,52912
7,0.11,56132
8,0.09,56056
9,0.10,55988
10,0.09,55800
11,0.12,53444
12,0.06,56016
13,0.06,55928
14,0.06,55656
15,0.05,53372
16,0.06,53484
17,0.07,53492
18,0.07,53740
19,0.10,53580
20,0.13,53884
21,0.11,53500
22,0.12,56156
23,0.13,40424
24,0.07,53356
25,0.11,55796
26,0.12,53372
27,0.11,53224
28,0.14,56236
29,0.10,40580
30,0.11,56316
31,0.16,55280
32,0.12,53352
33,0.06,53488
34,0.06,53620
35,0.06,53596
36,0.09,55912
37,0.14,56296
38,0.09,56040
39,0.09,55920
40,0.09,55288
41,0.10,55788
42,0.14,53232
43,0.08,55916
44,0.11,56140
45,0.11,53360
46,0.07,53624
47,0.08,53360
48,0.10,53616
49,0.07,55800
50,0.05,55424
51,0.06,55792
52,0.05,55672
53,0.07,55912
54,0.05,55768
55,0.06,53608
56,0.06,53496
57,0.11,53736
58,0.09,53488
59,0.07,55804
60,0.09,55788
61,0.08,55532
62,0.05,53500
63,0.06,53328
64,0.07,55756
65,0.12,55932
66,0.15,55660
67,0.11,53756
68,0.14,53616
69,0.15,53500
70,0.15,55812
71,0.11,55408
72,0.11,53352
73,0.06,53384
74,0.06,53288
75,0.06,56048
76,0.05,53484
77,0.06,55660
78,0.05,55940
79,0.05,53480
80,0.05,53484
81,0.06,55628
82,0.07,56060
83,0.08,55800
84,0.14,55916
85,0.09,56188
86,0.17,55800
87,0.18,53104
88,0.11,53188
89,0.10,53756
90,0.11,53500
91,0.13,53652
92,0.11,55404
93,0.11,53612
94,0.15,55940
95,0.10,55912
96,0.10,40312
97,0.13,53372
98,0.14,40508
99,0.05,55660
100,0.05,55548
