Iteración,Tiempo(s),Memoria(KB)
1,0.07,56180
2,0.06,56184
3,0.07,56188
4,0.07,53364
5,0.05,55276
6,0.06,55024
7,0.06,53492
8,0.05,40556
9,0.05,56188
10,0.05,55916
11,0.05,53484
12,0.06,53380
13,0.06,55660
14,0.07,56044
15,0.06,53200
16,0.06,55768
17,0.06,53104
18,0.07,56096
19,0.07,55788
20,0.07,56052
21,0.06,56108
22,0.07,56260
23,0.05,53356
24,0.05,53360
25,0.06,56300
26,0.05,56044
27,0.06,56044
28,0.07,55916
29,0.08,55036
30,0.05,55812
31,0.05,55656
32,0.06,56044
33,0.06,55932
34,0.05,56428
35,0.05,53628
36,0.06,53488
37,0.07,56044
38,0.06,55664
39,0.06,54888
40,0.06,53700
41,0.06,56016
42,0.06,55924
43,0.05,53356
44,0.05,55664
45,0.05,55660
46,0.07,53104
47,0.06,53468
48,0.05,56056
49,0.05,56060
50,0.09,55676
51,0.06,55616
52,0.06,53232
53,0.06,53196
54,0.05,55656
55,0.05,53372
56,0.05,55532
57,0.05,40432
58,0.06,55768
59,0.05,53484
60,0.07,53492
61,0.06,53368
62,0.05,55796
63,0.05,53492
64,0.05,55620
65,0.06,56168
66,0.06,53244
67,0.05,56044
68,0.06,53100
69,0.06,56444
70,0.07,55676
71,0.05,55912
72,0.06,56296
73,0.05,54996
74,0.05,55776
75,0.06,56052
76,0.05,53484
77,0.07,56132
78,0.05,53360
79,0.05,53372
80,0.07,56188
81,0.08,56016
82,0.06,56048
83,0.06,55644
84,0.06,55036
85,0.06,55932
86,0.05,53488
87,0.06,53356
88,0.06,56304
89,0.05,55152
90,0.05,56060
91,0.05,53372
92,0.06,53648
93,0.05,55748
94,0.06,55704
95,0.06,55920
96,0.06,55912
97,0.05,53612
98,0.06,56304
99,0.05,55788
100,0.05,55660
