Iteración,Tiempo(s),Memoria(KB)
1,0.05,55168
2,0.05,53616
3,0.07,55664
4,0.06,56060
5,0.05,53368
6,0.06,55664
7,0.05,53272
8,0.06,56212
9,0.06,53360
10,0.05,55400
11,0.05,55804
12,0.06,55760
13,0.06,55788
14,0.06,55888
15,0.06,56044
16,0.05,53496
17,0.05,53360
18,0.06,53364
19,0.06,53164
20,0.07,55532
21,0.05,53488
22,0.06,55492
23,0.05,40316
24,0.06,55924
25,0.06,53380
26,0.08,52988
27,0.05,53492
28,0.05,53616
29,0.06,55412
30,0.05,53480
31,0.05,53620
32,0.05,55920
33,0.05,53884
34,0.05,53228
35,0.05,55788
36,0.05,55548
37,0.05,56060
38,0.05,53112
39,0.05,55664
40,0.06,53500
41,0.06,53496
42,0.07,56328
43,0.08,55920
44,0.06,53248
45,0.06,53612
46,0.06,53496
47,0.06,53232
48,0.05,53488
49,0.05,53244
50,0.05,55664
51,0.05,55788
52,0.05,56304
53,0.05,55548
54,0.05,53360
55,0.05,55676
56,0.05,53624
57,0.05,55548
58,0.05,55528
59,0.07,56300
60,0.05,53488
61,0.05,53296
62,0.05,53508
63,0.06,55932
64,0.05,53264
65,0.05,55804
66,0.05,55288
67,0.06,53352
68,0.06,53528
69,0.05,53608
70,0.05,55672
71,0.06,53108
72,0.06,53100
73,0.05,53488
74,0.05,53368
75,0.07,56260
76,0.05,56048
77,0.05,53616
78,0.05,55400
79,0.05,40552
80,0.05,53868
81,0.05,53496
82,0.06,53144
83,0.05,55532
84,0.05,55308
85,0.05,55804
86,0.06,40412
87,0.05,55788
88,0.05,53500
89,0.06,53488
90,0.06,55656
91,0.05,53736
92,0.07,56460
93,0.06,53372
94,0.05,53100
95,0.05,53316
96,0.06,55804
97,0.06,53444
98,0.06,55528
99,0.05,55792
100,0.07,55920
