Iteración,Tiempo(s),Memoria(KB)
1,0.06,56168
2,0.06,54888
3,0.08,52840
4,0.07,53060
5,0.06,56272
6,0.05,53240
7,0.05,53500
8,0.05,56432
9,0.07,56052
10,0.07,53368
11,0.07,56176
12,0.06,54908
13,0.08,53596
14,0.06,53632
15,0.06,53124
16,0.07,55920
17,0.05,53488
18,0.05,40580
19,0.11,55428
20,0.06,54644
21,0.07,53116
22,0.07,55932
23,0.06,55180
24,0.06,56044
25,0.05,52968
26,0.05,55548
27,0.05,53480
28,0.06,40572
29,0.06,55916
30,0.06,56308
31,0.05,56176
32,0.05,40428
33,0.05,53520
34,0.06,53628
35,0.06,55544
36,0.06,53104
37,0.06,56408
38,0.05,53612
39,0.06,56052
40,0.07,55668
41,0.05,55724
42,0.06,56316
43,0.05,53756
44,0.05,55548
45,0.05,55676
46,0.05,56428
47,0.06,53116
48,0.06,40556
49,0.06,55548
50,0.05,55420
51,0.06,55632
52,0.06,55804
53,0.05,55784
54,0.05,53352
55,0.07,55788
56,0.07,55676
57,0.05,53492
58,0.05,53484
59,0.05,40324
60,0.06,56040
61,0.05,53488
62,0.06,56548
63,0.07,55916
64,0.05,55676
65,0.05,53748
66,0.06,55920
67,0.05,53496
68,0.06,55016
69,0.05,53484
70,0.06,55932
71,0.07,55932
72,0.06,53100
73,0.07,55664
74,0.06,55924
75,0.07,53480
76,0.06,56304
77,0.06,56452
78,0.05,56176
79,0.05,53496
80,0.06,53244
81,0.05,40156
82,0.06,56316
83,0.06,56176
84,0.06,53144
85,0.05,55428
86,0.06,56168
87,0.05,55664
88,0.05,55276
89,0.05,53484
90,0.05,56168
91,0.06,53356
92,0.05,56060
93,0.05,40348
94,0.06,56168
95,0.05,55420
96,0.05,55300
97,0.05,53620
98,0.05,53620
99,0.05,53484
100,0.06,55932
