Iteración,Tiempo(s),Memoria(KB)
1,0.05,53492
2,0.06,53244
3,0.08,55932
4,0.08,53380
5,0.05,55532
6,0.07,55916
7,0.06,55276
8,0.06,55656
9,0.06,53372
10,0.05,53616
11,0.05,55404
12,0.05,55716
13,0.05,56048
14,0.08,56168
15,0.07,53484
16,0.05,56172
17,0.05,53232
18,0.05,55676
19,0.07,53500
20,0.05,55272
21,0.06,55916
22,0.06,40140
23,0.05,55932
24,0.05,55676
25,0.05,55684
26,0.06,55548
27,0.06,55920
28,0.06,53628
29,0.06,56428
30,0.05,53492
31,0.05,55668
32,0.05,55664
33,0.05,55836
34,0.06,53360
35,0.05,55548
36,0.06,55660
37,0.06,56060
38,0.05,53628
39,0.06,53232
40,0.06,53228
41,0.07,52824
42,0.07,56060
43,0.05,53232
44,0.05,53500
45,0.05,53356
46,0.07,53232
47,0.06,53096
48,0.05,53500
49,0.05,55544
50,0.05,53232
51,0.05,55664
52,0.05,53620
53,0.05,53864
54,0.05,55920
55,0.07,55544
56,0.06,55672
57,0.05,53484
58,0.05,55540
59,0.07,55940
60,0.06,56068
61,0.05,55676
62,0.05,53212
63,0.05,56304
64,0.07,55668
65,0.06,55660
66,0.05,53648
67,0.06,55532
68,0.07,55916
69,0.06,56172
70,0.05,53444
71,0.06,55656
72,0.08,55660
73,0.05,53452
74,0.06,53372
75,0.05,53244
76,0.05,53224
77,0.06,53620
78,0.06,55672
79,0.06,53116
80,0.05,56060
81,0.05,53228
82,0.07,55536
83,0.07,53484
84,0.05,55760
85,0.05,53272
86,0.06,40172
87,0.06,56040
88,0.05,56308
89,0.06,53480
90,0.07,56000
91,0.06,55932
92,0.05,53612
93,0.05,55408
94,0.05,53512
95,0.05,53084
96,0.06,55928
97,0.06,56304
98,0.06,53484
99,0.05,53500
100,0.06,55932
