Iteración,Tiempo(s),Memoria(KB)
1,0.06,53484
2,0.07,40316
3,0.07,56324
4,0.06,56176
5,0.05,55536
6,0.05,53360
7,0.05,53616
8,0.06,55556
9,0.06,56188
10,0.06,52988
11,0.05,56188
12,0.05,53736
13,0.05,55664
14,0.07,55920
15,0.08,55920
16,0.05,56168
17,0.05,55408
18,0.05,53500
19,0.06,56188
20,0.05,55548
21,0.06,55536
22,0.06,55544
23,0.05,56176
24,0.06,53372
25,0.06,56260
26,0.06,55876
27,0.05,56444
28,0.05,55532
29,0.05,53240
30,0.05,55876
31,0.06,55796
32,0.07,53360
33,0.05,53232
34,0.06,56044
35,0.06,56432
36,0.06,55612
37,0.06,55676
38,0.06,55528
39,0.05,55796
40,0.05,56176
41,0.06,55656
42,0.05,53484
43,0.08,53244
44,0.05,55788
45,0.06,53372
46,0.05,56044
47,0.05,55536
48,0.07,53244
49,0.08,53096
50,0.06,53488
51,0.07,55144
52,0.07,53356
53,0.07,55536
54,0.06,55676
55,0.06,53364
56,0.06,53492
57,0.06,53372
58,0.05,55804
59,0.06,53516
60,0.06,53608
61,0.06,53236
62,0.07,53112
63,0.06,56132
64,0.06,53712
65,0.07,53316
66,0.06,55532
67,0.07,56252
68,0.07,55492
69,0.07,53224
70,0.06,53740
71,0.07,53228
72,0.06,55664
73,0.05,53364
74,0.05,55928
75,0.05,55360
76,0.06,55664
77,0.05,53360
78,0.06,53488
79,0.06,55664
80,0.06,53488
81,0.06,53236
82,0.06,55928
83,0.05,53868
84,0.07,53344
85,0.06,56432
86,0.05,53484
87,0.07,53368
88,0.06,55912
89,0.05,56432
90,0.06,53616
91,0.05,55804
92,0.08,56180
93,0.06,53404
94,0.05,55540
95,0.06,53372
96,0.08,56176
97,0.08,55676
98,0.06,56044
99,0.06,53244
100,0.06,56316
