Iteración,Tiempo(s),Memoria(KB)
1,0.06,53456
2,0.06,56060
3,0.07,56700
4,0.08,53244
5,0.08,53372
6,0.09,53508
7,0.12,53496
8,0.09,53372
9,0.18,55420
10,0.17,55668
11,0.15,55132
12,0.10,53360
13,0.06,40428
14,0.07,56172
15,0.08,53416
16,0.07,56184
17,0.07,53368
18,0.08,52848
19,0.06,53488
20,0.07,40060
21,0.07,53484
22,0.08,53508
23,0.11,53488
24,0.14,53116
25,0.13,56024
26,0.10,53244
27,0.09,55660
28,0.09,55912
29,0.09,53616
30,0.11,55952
31,0.13,53492
32,0.10,53744
33,0.10,53368
34,0.11,55456
35,0.10,53380
36,0.12,53356
37,0.11,56468
38,0.07,56300
39,0.07,56048
40,0.09,55916
41,0.09,55932
42,0.16,56320
43,0.13,53488
44,0.08,56304
45,0.09,55532
46,0.09,53484
47,0.12,53488
48,0.11,53500
49,0.12,55356
50,0.11,55148
51,0.08,55548
52,0.09,55792
53,0.12,40176
54,0.11,53548
55,0.06,53652
56,0.05,55152
57,0.10,55536
58,0.09,55276
59,0.08,53500
60,0.08,56052
61,0.08,56336
62,0.10,56060
63,0.17,40168
64,0.17,56048
65,0.10,53492
66,0.16,55920
67,0.09,53356
68,0.13,55548
69,0.14,53316
70,0.06,53624
71,0.08,55420
72,0.15,56432
73,0.12,56188
74,0.14,53104
75,0.13,53356
76,0.08,56316
77,0.08,55528
78,0.08,53144
79,0.10,55648
80,0.13,56052
81,0.16,56412
82,0.14,55792
83,0.08,53500
84,0.08,55916
85,0.10,53228
86,0.10,53492
87,0.08,55532
88,0.15,40436
89,0.08,56300
90,0.07,55792
91,0.09,55544
92,0.10,55876
93,0.09,40104
94,0.09,40424
95,0.11,40560
96,0.11,53488
97,0.16,55440
98,0.08,55656
99,0.08,40432
100,0.08,53672
