Iteración,Tiempo(s),Memoria(KB)
1,0.08,53360
2,0.06,53224
3,0.07,53472
4,0.07,56056
5,0.06,56048
6,0.06,56036
7,0.06,53328
8,0.06,53500
9,0.07,53492
10,0.06,53252
11,0.06,56316
12,0.06,53436
13,0.06,40428
14,0.06,40300
15,0.05,53884
16,0.05,55804
17,0.06,56156
18,0.06,55940
19,0.06,53744
20,0.05,53360
21,0.06,53488
22,0.06,53512
23,0.07,55916
24,0.05,53372
25,0.06,53228
26,0.07,55804
27,0.06,56040
28,0.05,56060
29,0.05,55536
30,0.06,56088
31,0.06,55280
32,0.05,55916
33,0.05,52972
34,0.05,55548
35,0.05,53108
36,0.06,55792
37,0.06,53500
38,0.05,55640
39,0.06,53360
40,0.05,53620
41,0.06,53240
42,0.06,40688
43,0.07,55912
44,0.05,55804
45,0.05,53628
46,0.05,55800
47,0.05,55664
48,0.05,40564
49,0.05,55924
50,0.05,55632
51,0.06,53884
52,0.05,53612
53,0.05,55684
54,0.06,56172
55,0.05,55656
56,0.07,55932
57,0.06,56188
58,0.06,53608
59,0.07,56056
60,0.06,53228
61,0.05,55760
62,0.05,56048
63,0.07,40060
64,0.09,53124
65,0.07,56444
66,0.06,56172
67,0.06,53488
68,0.05,55664
69,0.06,53488
70,0.06,55804
71,0.06,55532
72,0.05,55448
73,0.05,53360
74,0.05,53360
75,0.05,53500
76,0.05,53372
77,0.06,53324
78,0.07,56172
79,0.06,53508
80,0.07,55932
81,0.11,55856
82,0.06,53480
83,0.06,56212
84,0.06,55932
85,0.07,56300
86,0.06,53652
87,0.07,56432
88,0.06,53484
89,0.06,55676
90,0.06,56316
91,0.06,53568
92,0.05,55652
93,0.06,56172
94,0.06,40696
95,0.06,53372
96,0.06,53364
97,0.05,55916
98,0.06,53628
99,0.06,53380
100,0.05,53344
