Iteración,Tiempo(s),Memoria(KB)
1,0.07,55924
2,0.05,53572
3,0.05,53100
4,0.05,55672
5,0.06,55676
6,0.06,56172
7,0.05,55532
8,0.07,55676
9,0.05,55792
10,0.06,56164
11,0.05,55668
12,0.06,55540
13,0.06,53108
14,0.05,56316
15,0.06,56060
16,0.05,53628
17,0.05,56176
18,0.06,55932
19,0.05,53252
20,0.06,55796
21,0.05,55532
22,0.06,55668
23,0.06,55424
24,0.07,56044
25,0.06,55880
26,0.06,56196
27,0.05,55676
28,0.06,56004
29,0.07,56044
30,0.07,55916
31,0.05,53224
32,0.05,53100
33,0.05,55796
34,0.05,55192
35,0.06,56068
36,0.05,55416
37,0.06,53116
38,0.06,53488
39,0.05,55532
40,0.07,56172
41,0.05,53308
42,0.05,53488
43,0.05,55916
44,0.06,53228
45,0.08,53316
46,0.06,53104
47,0.06,53372
48,0.06,55288
49,0.06,53360
50,0.06,55400
51,0.05,53240
52,0.06,53236
53,0.05,53228
54,0.06,55536
55,0.06,53608
56,0.05,53360
57,0.05,55660
58,0.06,55928
59,0.06,53100
60,0.06,56556
61,0.05,53228
62,0.06,53104
63,0.05,55420
64,0.06,55548
65,0.05,53228
66,0.05,55416
67,0.05,56188
68,0.06,56056
69,0.06,56216
70,0.05,55660
71,0.05,53484
72,0.05,55916
73,0.05,53360
74,0.05,53464
75,0.06,56040
76,0.05,53608
77,0.07,53500
78,0.06,56060
79,0.05,52968
80,0.06,55740
81,0.05,55952
82,0.06,56176
83,0.05,40364
84,0.06,55300
85,0.05,53364
86,0.05,53352
87,0.10,56132
88,0.08,56024
89,0.05,53372
90,0.06,53488
91,0.06,53420
92,0.06,53372
93,0.06,55548
94,0.06,56172
95,0.07,55724
96,0.08,56296
97,0.05,55536
98,0.05,53616
99,0.05,56560
100,0.07,56052
