Iteración,Tiempo(s),Memoria(KB)
1,0.08,55348
2,0.08,53360
3,0.08,55272
4,0.08,53356
5,0.09,53236
6,0.08,55792
7,0.09,55536
8,0.10,56196
9,0.08,53236
10,0.06,55800
11,0.07,56188
12,0.06,55664
13,0.09,56336
14,0.09,56028
15,0.10,53360
16,0.12,53488
17,0.13,53112
18,0.06,53620
19,0.05,55312
20,0.06,55416
21,0.05,53616
22,0.07,53488
23,0.08,56052
24,0.08,55408
25,0.10,53108
26,0.11,55932
27,0.13,53104
28,0.16,53232
29,0.13,53352
30,0.09,55920
31,0.12,55928
32,0.14,55596
33,0.14,53368
34,0.13,53596
35,0.10,53368
36,0.13,56316
37,0.06,55540
38,0.07,55932
39,0.08,55548
40,0.10,53188
41,0.08,53360
42,0.07,55540
43,0.08,40556
44,0.09,55916
45,0.14,56048
46,0.07,55308
47,0.07,53612
48,0.08,53244
49,0.10,53612
50,0.10,53356
51,0.10,53620
52,0.08,53116
53,0.09,55548
54,0.10,55748
55,0.14,53508
56,0.17,55472
57,0.14,56108
58,0.06,53232
59,0.15,53620
60,0.08,53328
61,0.07,55676
62,0.09,56044
63,0.15,56304
64,0.14,52988
65,0.13,40492
66,0.08,55548
67,0.08,55372
68,0.08,53612
69,0.10,55428
70,0.09,56188
71,0.10,53496
72,0.10,56400
73,0.11,53360
74,0.10,56140
75,0.08,55932
76,0.07,53580
77,0.08,55788
78,0.07,53108
79,0.09,55932
80,0.12,55536
81,0.13,56020
82,0.15,53232
83,0.19,55896
84,0.14,53636
85,0.07,55920
86,0.08,53372
87,0.10,55920
88,0.12,55660
89,0.15,53176
90,0.06,53364
91,0.06,53356
92,0.10,53228
93,0.11,55812
94,0.10,53252
95,0.11,53500
96,0.13,53748
97,0.10,55920
98,0.10,55540
99,0.17,55912
100,0.14,55804
