Iteración,Tiempo(s),Memoria(KB)
1,0.07,56812
2,0.06,55676
3,0.07,55928
4,0.11,58188
5,0.07,56300
6,0.06,55452
7,0.05,56060
8,0.06,56172
9,0.06,53996
10,0.07,55920
11,0.08,55876
12,0.08,55420
13,0.05,56060
14,0.06,55964
15,0.06,56436
16,0.06,56692
17,0.06,56688
18,0.05,55792
19,0.07,56936
20,0.06,55724
21,0.06,56048
22,0.06,56400
23,0.07,56088
24,0.05,55920
25,0.06,56940
26,0.06,55672
27,0.07,55872
28,0.06,53884
29,0.07,55672
30,0.07,55920
31,0.05,56168
32,0.07,56952
33,0.06,56172
34,0.05,56060
35,0.06,56828
36,0.05,56176
37,0.05,55840
38,0.06,55788
39,0.05,56444
40,0.06,56052
41,0.05,55528
42,0.05,55792
43,0.05,55920
44,0.05,55792
45,0.05,56048
46,0.07,56560
47,0.05,56428
48,0.06,56316
49,0.06,55916
50,0.06,55644
51,0.05,56188
52,0.06,55408
53,0.07,56048
54,0.07,56312
55,0.06,55536
56,0.07,55920
57,0.07,56572
58,0.06,55660
59,0.07,56400
60,0.06,55400
61,0.06,56316
62,0.06,56692
63,0.06,55676
64,0.07,55920
65,0.05,55280
66,0.06,56736
67,0.07,55556
68,0.06,56140
69,0.06,56176
70,0.07,56056
71,0.06,55676
72,0.06,55612
73,0.07,55664
74,0.06,56520
75,0.06,55656
76,0.07,56168
77,0.09,57028
78,0.07,55848
79,0.07,56696
80,0.05,55404
81,0.06,56044
82,0.05,56052
83,0.07,56172
84,0.06,56900
85,0.06,56176
86,0.05,55876
87,0.05,56296
88,0.07,55784
89,0.08,56304
90,0.06,56436
91,0.06,55932
92,0.09,56596
93,0.08,56404
94,0.13,53584
95,0.05,55536
96,0.06,56428
97,0.06,55924
98,0.06,56376
99,0.06,55804
100,0.07,55916
