Iteración,Tiempo(s),Memoria(KB)
1,0.05,55408
2,0.05,56172
3,0.06,56040
4,0.05,55788
5,0.05,55660
6,0.06,53364
7,0.06,53756
8,0.05,55656
9,0.06,53364
10,0.06,56188
11,0.05,53232
12,0.06,55664
13,0.06,52972
14,0.05,55660
15,0.06,56188
16,0.06,55676
17,0.06,53360
18,0.08,55676
19,0.06,56172
20,0.05,53500
21,0.05,53244
22,0.06,55668
23,0.06,56056
24,0.05,55664
25,0.05,52972
26,0.05,55664
27,0.05,53484
28,0.05,55684
29,0.07,56060
30,0.06,53232
31,0.05,53608
32,0.05,55420
33,0.06,56184
34,0.05,55660
35,0.05,53500
36,0.07,56056
37,0.06,55916
38,0.06,55544
39,0.06,55796
40,0.05,53372
41,0.05,55804
42,0.06,56184
43,0.05,55524
44,0.05,55528
45,0.06,53244
46,0.05,53756
47,0.05,53352
48,0.05,55536
49,0.06,55932
50,0.06,53744
51,0.06,56152
52,0.06,55164
53,0.06,55556
54,0.05,55676
55,0.05,55664
56,0.05,53616
57,0.06,55916
58,0.06,55912
59,0.07,56044
60,0.05,56188
61,0.06,53244
62,0.06,53372
63,0.05,55664
64,0.05,55532
65,0.06,56044
66,0.08,52976
67,0.05,55792
68,0.05,53488
69,0.06,52976
70,0.07,55804
71,0.07,56136
72,0.05,53392
73,0.05,53628
74,0.06,55668
75,0.05,53740
76,0.06,55796
77,0.07,56060
78,0.05,55676
79,0.05,55804
80,0.05,55788
81,0.06,55676
82,0.05,53752
83,0.05,53232
84,0.05,53356
85,0.05,55672
86,0.05,53500
87,0.05,55528
88,0.06,56196
89,0.05,53372
90,0.05,53228
91,0.05,55656
92,0.06,55576
93,0.06,56188
94,0.06,55800
95,0.06,55672
96,0.05,55676
97,0.05,53736
98,0.06,55660
99,0.05,53104
100,0.07,55664
