Iteración,Tiempo(s),Memoria(KB)
1,0.06,53756
2,0.06,55932
3,0.06,56044
4,0.06,56180
5,0.06,40300
6,0.05,55920
7,0.06,56060
8,0.06,56188
9,0.05,54992
10,0.10,55756
11,0.06,53232
12,0.05,56044
13,0.06,55668
14,0.05,53480
15,0.06,55796
16,0.05,53372
17,0.05,55792
18,0.06,53500
19,0.07,55804
20,0.07,55676
21,0.07,55532
22,0.05,55920
23,0.05,53492
24,0.05,53496
25,0.05,55148
26,0.06,53620
27,0.06,53232
28,0.05,53292
29,0.06,56088
30,0.06,53488
31,0.05,55660
32,0.06,53244
33,0.07,56316
34,0.06,56052
35,0.05,53164
36,0.07,55536
37,0.05,53488
38,0.05,55924
39,0.05,52944
40,0.05,53756
41,0.06,55672
42,0.05,52996
43,0.07,55920
44,0.05,55792
45,0.06,53620
46,0.06,53492
47,0.07,53340
48,0.07,56048
49,0.05,52888
50,0.06,55784
51,0.06,54904
52,0.06,56428
53,0.06,55500
54,0.05,53492
55,0.06,55592
56,0.07,55544
57,0.06,55440
58,0.06,56304
59,0.05,55924
60,0.05,55540
61,0.06,56172
62,0.05,53496
63,0.05,53372
64,0.05,53500
65,0.06,56048
66,0.05,56056
67,0.06,56300
68,0.07,56180
69,0.06,55596
70,0.06,53228
71,0.05,40304
72,0.05,55804
73,0.06,53068
74,0.06,55420
75,0.05,56304
76,0.06,56044
77,0.05,53360
78,0.05,53232
79,0.07,55864
80,0.05,55656
81,0.06,56308
82,0.05,53228
83,0.05,55932
84,0.05,53500
85,0.05,55924
86,0.05,53396
87,0.05,40684
88,0.05,53252
89,0.05,55804
90,0.05,55672
91,0.05,56304
92,0.05,53628
93,0.06,56188
94,0.06,55804
95,0.06,53372
96,0.06,55784
97,0.05,55024
98,0.06,55536
99,0.06,56068
100,0.05,53372
