Iteración,Tiempo(s),Memoria(KB)
1,0.08,53580
2,0.11,53236
3,0.06,53352
4,0.06,53100
5,0.06,55920
6,0.06,55824
7,0.05,55800
8,0.05,55920
9,0.07,55912
10,0.07,56260
11,0.06,55800
12,0.06,55816
13,0.05,53500
14,0.06,56152
15,0.05,53380
16,0.05,53364
17,0.06,53232
18,0.07,55536
19,0.06,56432
20,0.06,56012
21,0.05,55804
22,0.05,53520
23,0.06,56044
24,0.05,53372
25,0.06,53244
26,0.06,53356
27,0.06,53100
28,0.07,55780
29,0.06,55932
30,0.05,55664
31,0.05,55536
32,0.06,53612
33,0.07,55916
34,0.05,55548
35,0.07,55796
36,0.06,55532
37,0.06,53628
38,0.08,55804
39,0.06,56300
40,0.06,53356
41,0.05,55788
42,0.06,53252
43,0.05,55660
44,0.05,53232
45,0.06,56040
46,0.06,56044
47,0.05,53324
48,0.05,53232
49,0.06,40172
50,0.07,55960
51,0.05,55800
52,0.06,55528
53,0.07,55920
54,0.06,55660
55,0.06,55924
56,0.06,53188
57,0.06,55416
58,0.06,53228
59,0.06,53372
60,0.05,55804
61,0.05,55788
62,0.06,56044
63,0.05,55660
64,0.06,53228
65,0.05,55536
66,0.06,55792
67,0.06,53584
68,0.06,55804
69,0.06,53608
70,0.05,53500
71,0.05,53592
72,0.05,53488
73,0.05,53444
74,0.05,53372
75,0.05,53488
76,0.05,53360
77,0.06,55664
78,0.05,53224
79,0.06,55804
80,0.07,55788
81,0.05,53608
82,0.05,55548
83,0.05,53488
84,0.06,55932
85,0.05,55548
86,0.05,53880
87,0.05,53356
88,0.05,40560
89,0.05,55544
90,0.05,53364
91,0.05,55916
92,0.05,55796
93,0.05,56172
94,0.06,53456
95,0.05,56316
96,0.06,56184
97,0.07,40516
98,0.06,55628
99,0.06,56176
100,0.05,53244
