Iteración,Tiempo(s),Memoria(KB)
1,0.15,56176
2,0.08,55532
3,0.09,53116
4,0.11,55912
5,0.17,55276
6,0.17,56044
7,0.14,53744
8,0.07,53292
9,0.07,56044
10,0.07,53444
11,0.07,53612
12,0.08,55920
13,0.07,56216
14,0.13,56056
15,0.10,56060
16,0.10,55548
17,0.11,53628
18,0.12,55672
19,0.12,53144
20,0.10,53648
21,0.10,56044
22,0.09,52980
23,0.09,56176
24,0.05,53500
25,0.06,53100
26,0.06,55684
27,0.06,56060
28,0.06,53508
29,0.06,53252
30,0.06,56040
31,0.06,55784
32,0.06,56068
33,0.05,53224
34,0.06,56296
35,0.07,55544
36,0.06,53612
37,0.07,55668
38,0.07,55024
39,0.08,56044
40,0.09,53488
41,0.12,55044
42,0.11,53712
43,0.10,56552
44,0.11,53584
45,0.08,55932
46,0.13,56436
47,0.14,55540
48,0.16,53500
49,0.14,53356
50,0.17,55800
51,0.17,52944
52,0.14,56176
53,0.08,56044
54,0.09,56176
55,0.15,56056
56,0.12,40296
57,0.10,56308
58,0.10,55664
59,0.10,56176
60,0.11,55284
61,0.11,56040
62,0.11,55660
63,0.11,55940
64,0.10,53624
65,0.08,55276
66,0.09,40304
67,0.16,55796
68,0.07,56268
69,0.08,55660
70,0.10,55020
71,0.12,55812
72,0.07,55916
73,0.07,56132
74,0.07,53520
75,0.09,53360
76,0.12,56176
77,0.17,53380
78,0.14,56052
79,0.17,56700
80,0.15,56332
81,0.13,40556
82,0.08,53356
83,0.11,53232
84,0.12,53244
85,0.06,52988
86,0.05,55548
87,0.06,40432
88,0.07,55916
89,0.07,55676
90,0.08,55532
91,0.12,53372
92,0.12,55660
93,0.07,53224
94,0.07,40952
95,0.07,40564
96,0.13,56236
97,0.08,56188
98,0.09,55344
99,0.11,53244
100,0.13,56060
