Iteración,Tiempo(s),Memoria(KB)
1,0.07,56172
2,0.06,53484
3,0.06,55920
4,0.06,53368
5,0.06,53464
6,0.06,56048
7,0.05,56044
8,0.06,56176
9,0.05,53316
10,0.06,55676
11,0.06,55656
12,0.06,56060
13,0.06,56048
14,0.05,55408
15,0.06,54896
16,0.06,56176
17,0.06,53488
18,0.07,56176
19,0.05,40312
20,0.06,53356
21,0.06,55668
22,0.05,53380
23,0.05,55408
24,0.05,56428
25,0.05,53480
26,0.05,53356
27,0.07,55916
28,0.05,53352
29,0.06,56048
30,0.05,55676
31,0.05,56304
32,0.06,55796
33,0.05,55632
34,0.06,56188
35,0.05,55912
36,0.06,55824
37,0.05,53884
38,0.05,53224
39,0.05,53356
40,0.05,55804
41,0.05,53372
42,0.05,56176
43,0.06,55800
44,0.06,55036
45,0.05,56052
46,0.05,55548
47,0.07,56056
48,0.07,56044
49,0.06,53096
50,0.05,56060
51,0.06,56028
52,0.10,55664
53,0.07,55788
54,0.06,56060
55,0.07,56304
56,0.06,53612
57,0.05,53628
58,0.06,55696
59,0.06,55292
60,0.05,55536
61,0.06,56040
62,0.07,55972
63,0.06,53492
64,0.06,55660
65,0.06,53232
66,0.05,53492
67,0.05,55664
68,0.05,55548
69,0.07,55792
70,0.05,53228
71,0.05,55532
72,0.05,53488
73,0.05,53616
74,0.05,53720
75,0.05,53244
76,0.05,56176
77,0.06,52972
78,0.05,56296
79,0.05,56044
80,0.06,55164
81,0.05,55536
82,0.05,55536
83,0.05,55536
84,0.06,55036
85,0.06,53620
86,0.07,53292
87,0.06,53116
88,0.07,55804
89,0.05,55532
90,0.05,55676
91,0.05,53080
92,0.06,56572
93,0.07,53244
94,0.06,53096
95,0.05,53464
96,0.05,55280
97,0.05,55152
98,0.06,55920
99,0.05,55932
100,0.05,53464
