Iteración,Tiempo(s),Memoria(KB)
1,0.05,56424
2,0.07,56176
3,0.05,56132
4,0.05,55676
5,0.05,56444
6,0.06,56140
7,0.06,56364
8,0.06,53756
9,0.05,55540
10,0.06,56552
11,0.06,56828
12,0.06,55784
13,0.06,56748
14,0.06,56188
15,0.06,56656
16,0.05,55676
17,0.07,55788
18,0.06,56560
19,0.06,56300
20,0.06,56184
21,0.05,55676
22,0.06,55400
23,0.06,56460
24,0.07,56060
25,0.07,56432
26,0.06,53724
27,0.05,56316
28,0.06,56048
29,0.07,56700
30,0.06,56044
31,0.06,56316
32,0.06,56664
33,0.06,56232
34,0.06,56436
35,0.06,56048
36,0.06,56188
37,0.08,56168
38,0.08,56360
39,0.07,56060
40,0.05,55292
41,0.06,56052
42,0.05,55800
43,0.06,55684
44,0.06,55400
45,0.07,56504
46,0.06,53456
47,0.06,56816
48,0.07,55640
49,0.05,56444
50,0.06,55800
51,0.09,53580
52,0.07,55792
53,0.06,56048
54,0.06,55544
55,0.05,55996
56,0.06,55656
57,0.06,56828
58,0.05,55932
59,0.06,55792
60,0.05,55804
61,0.07,56828
62,0.06,57584
63,0.08,57028
64,0.11,56824
65,0.06,55532
66,0.06,56644
67,0.06,53628
68,0.05,53620
69,0.06,55792
70,0.07,56168
71,0.05,55660
72,0.06,56176
73,0.05,56024
74,0.05,56188
75,0.06,56684
76,0.06,55924
77,0.05,55916
78,0.06,55796
79,0.06,56028
80,0.05,55912
81,0.05,55676
82,0.07,55660
83,0.05,55724
84,0.05,56316
85,0.05,55536
86,0.06,56024
87,0.07,56564
88,0.05,55532
89,0.05,55924
90,0.07,56812
91,0.05,55704
92,0.05,55676
93,0.06,56564
94,0.06,56556
95,0.05,56304
96,0.05,56316
97,0.07,55792
98,0.07,54512
99,0.06,56664
100,0.05,55548
