Iteración,Tiempo(s),Memoria(KB)
1,0.06,53488
2,0.06,56244
3,0.06,56060
4,0.05,53620
5,0.06,53584
6,0.06,55688
7,0.07,55676
8,0.06,53480
9,0.11,55812
10,0.06,53372
11,0.05,55544
12,0.05,53628
13,0.05,55548
14,0.06,55536
15,0.06,40444
16,0.07,55796
17,0.07,55920
18,0.06,53480
19,0.06,53628
20,0.06,55792
21,0.06,56024
22,0.06,53100
23,0.06,56088
24,0.06,53372
25,0.06,53484
26,0.05,56432
27,0.07,55804
28,0.06,40300
29,0.05,55660
30,0.07,55796
31,0.07,53368
32,0.07,53488
33,0.06,53608
34,0.06,56172
35,0.06,53488
36,0.07,55536
37,0.06,56068
38,0.06,55404
39,0.05,56172
40,0.06,55804
41,0.06,56184
42,0.06,40432
43,0.07,56168
44,0.06,53752
45,0.06,53484
46,0.06,53208
47,0.06,53104
48,0.05,53628
49,0.06,53500
50,0.05,53752
51,0.05,53740
52,0.06,56316
53,0.06,53500
54,0.05,53364
55,0.06,56048
56,0.07,53316
57,0.06,53628
58,0.07,53116
59,0.06,55656
60,0.07,55788
61,0.06,53628
62,0.06,53480
63,0.05,40432
64,0.08,53364
65,0.06,56444
66,0.06,55528
67,0.07,55960
68,0.07,53500
69,0.07,56060
70,0.06,53224
71,0.07,53528
72,0.06,53480
73,0.07,56316
74,0.07,53368
75,0.06,53372
76,0.06,53328
77,0.06,56444
78,0.07,53380
79,0.06,53464
80,0.05,56316
81,0.07,56060
82,0.05,53484
83,0.06,56300
84,0.06,53228
85,0.07,56060
86,0.05,55760
87,0.05,53884
88,0.06,56196
89,0.05,53228
90,0.05,55932
91,0.05,53488
92,0.06,55660
93,0.08,55536
94,0.05,53744
95,0.05,40432
96,0.10,55556
97,0.07,55556
98,0.06,40608
99,0.06,56316
100,0.08,53352
