Iteración,Tiempo(s),Memoria(KB)
1,0.18,55876
2,0.20,55676
3,0.21,55932
4,0.20,55548
5,0.21,55812
6,0.16,55372
7,0.17,56300
8,0.14,55212
9,0.08,56424
10,0.09,56940
11,0.10,55676
12,0.06,56564
13,0.06,56432
14,0.06,56188
15,0.08,55812
16,0.06,55672
17,0.06,56060
18,0.07,56172
19,0.07,56680
20,0.07,56336
21,0.08,56316
22,0.08,56132
23,0.08,55788
24,0.10,55536
25,0.11,55920
26,0.09,56044
27,0.07,56312
28,0.08,55956
29,0.06,55556
30,0.07,56296
31,0.07,55788
32,0.09,55600
33,0.15,55668
34,0.15,56324
35,0.15,56784
36,0.12,55912
37,0.13,53588
38,0.13,56568
39,0.07,56172
40,0.07,55792
41,0.08,55932
42,0.08,56700
43,0.08,55456
44,0.08,56316
45,0.09,56572
46,0.12,55440
47,0.14,56056
48,0.17,56040
49,0.13,55672
50,0.06,55788
51,0.06,55924
52,0.07,55724
53,0.09,56176
54,0.08,56572
55,0.11,56824
56,0.14,56428
57,0.07,55796
58,0.09,55668
59,0.09,56060
60,0.10,56816
61,0.11,55928
62,0.06,55676
63,0.07,56188
64,0.07,53484
65,0.14,56300
66,0.08,55788
67,0.06,55676
68,0.05,56444
69,0.07,55660
70,0.05,55656
71,0.05,55916
72,0.05,56316
73,0.06,53884
74,0.07,55536
75,0.06,56316
76,0.06,56048
77,0.08,55920
78,0.15,55852
79,0.09,55676
80,0.10,55804
81,0.13,56184
82,0.18,55800
83,0.14,56428
84,0.07,56300
85,0.07,56048
86,0.08,55668
87,0.08,53748
88,0.08,56316
89,0.08,53868
90,0.08,55916
91,0.10,55672
92,0.10,56556
93,0.10,56784
94,0.10,56172
95,0.11,56316
96,0.14,55532
97,0.14,56272
98,0.09,55656
99,0.09,56012
100,0.10,55556
