Iteración,Tiempo(s),Memoria(KB)
1,0.08,56552
2,0.08,53104
3,0.08,55536
4,0.08,40432
5,0.08,55784
6,0.08,56360
7,0.09,56184
8,0.09,40684
9,0.08,53352
10,0.10,53612
11,0.13,53500
12,0.20,56168
13,0.22,53528
14,0.22,53148
15,0.15,55812
16,0.10,53352
17,0.15,56432
18,0.14,53236
19,0.15,40304
20,0.12,53356
21,0.15,55932
22,0.16,56304
23,0.13,53612
24,0.10,53356
25,0.10,56184
26,0.12,53368
27,0.09,55676
28,0.09,56056
29,0.09,55676
30,0.08,53580
31,0.09,53616
32,0.09,53692
33,0.11,56048
34,0.14,55420
35,0.14,53232
36,0.07,55804
37,0.08,53360
38,0.09,55916
39,0.11,55928
40,0.10,55928
41,0.13,40428
42,0.14,53352
43,0.09,53356
44,0.14,53756
45,0.07,56084
46,0.09,56272
47,0.08,53572
48,0.06,55664
49,0.06,56156
50,0.06,53488
51,0.06,55800
52,0.09,53244
53,0.11,56188
54,0.17,56060
55,0.14,55756
56,0.09,53372
57,0.09,53372
58,0.10,53228
59,0.11,53464
60,0.18,56464
61,0.14,53244
62,0.08,53060
63,0.07,53372
64,0.07,55932
65,0.07,56040
66,0.07,55804
67,0.09,55556
68,0.13,53564
69,0.10,52996
70,0.14,55596
71,0.09,53500
72,0.09,53228
73,0.09,55960
74,0.13,53616
75,0.09,53364
76,0.07,53380
77,0.07,53372
78,0.07,55788
79,0.09,56192
80,0.07,55664
81,0.08,55804
82,0.11,55756
83,0.10,53364
84,0.14,53200
85,0.08,56052
86,0.09,55404
87,0.10,55936
88,0.09,56060
89,0.15,56096
90,0.10,53356
91,0.09,53424
92,0.10,53228
93,0.11,56060
94,0.16,53488
95,0.14,55408
96,0.12,53608
97,0.08,53164
98,0.06,56316
99,0.06,53496
100,0.07,56048
