Iteración,Tiempo(s),Memoria(KB)
1,0.06,56452
2,0.07,56432
3,0.07,55792
4,0.06,56060
5,0.06,55792
6,0.05,55664
7,0.06,56360
8,0.06,56436
9,0.08,55668
10,0.07,56172
11,0.06,56684
12,0.06,55920
13,0.05,55660
14,0.06,55916
15,0.06,55768
16,0.07,55664
17,0.06,53500
18,0.06,56304
19,0.06,56108
20,0.06,55932
21,0.06,56432
22,0.05,56044
23,0.06,56432
24,0.07,56004
25,0.06,56948
26,0.07,55628
27,0.06,56428
28,0.05,55792
29,0.06,56564
30,0.06,55792
31,0.06,56060
32,0.05,55668
33,0.07,57208
34,0.06,56180
35,0.06,55804
36,0.06,55920
37,0.05,56184
38,0.08,54764
39,0.05,56176
40,0.06,55804
41,0.05,55672
42,0.06,56184
43,0.06,55800
44,0.06,55916
45,0.06,56684
46,0.06,55788
47,0.06,55280
48,0.06,56684
49,0.11,56168
50,0.07,56140
51,0.06,55512
52,0.07,56812
53,0.07,56016
54,0.07,56056
55,0.05,55348
56,0.06,53336
57,0.09,55664
58,0.05,55796
59,0.07,56296
60,0.06,56300
61,0.05,56308
62,0.07,56940
63,0.06,55920
64,0.06,56940
65,0.05,56428
66,0.08,55784
67,0.06,55668
68,0.05,55676
69,0.07,56424
70,0.06,56920
71,0.06,55804
72,0.06,56428
73,0.07,56316
74,0.06,56316
75,0.05,55404
76,0.05,55536
77,0.05,55804
78,0.06,56316
79,0.06,56440
80,0.07,55660
81,0.05,55548
82,0.06,55792
83,0.06,56424
84,0.06,56424
85,0.06,55928
86,0.05,55796
87,0.05,55932
88,0.06,55920
89,0.07,56816
90,0.05,55404
91,0.06,55628
92,0.06,56300
93,0.07,56956
94,0.06,56956
95,0.06,56048
96,0.07,56300
97,0.06,56560
98,0.05,55676
99,0.05,56304
100,0.06,56664
