Iteración,Tiempo(s),Memoria(KB)
1,0.06,55668
2,0.06,55676
3,0.07,56048
4,0.06,55792
5,0.08,56048
6,0.06,55796
7,0.08,56944
8,0.06,55796
9,0.07,57092
10,0.06,55532
11,0.07,56428
12,0.06,56560
13,0.07,55916
14,0.07,53624
15,0.07,55924
16,0.06,56432
17,0.07,56260
18,0.06,55564
19,0.06,55932
20,0.07,53488
21,0.06,55540
22,0.07,56424
23,0.08,56568
24,0.07,56176
25,0.06,56308
26,0.07,55804
27,0.07,55556
28,0.07,56556
29,0.05,55932
30,0.06,55932
31,0.06,56300
32,0.07,56432
33,0.07,56684
34,0.06,53328
35,0.06,55696
36,0.05,55684
37,0.06,55408
38,0.07,56052
39,0.05,56304
40,0.06,56808
41,0.06,56276
42,0.07,55804
43,0.05,56316
44,0.07,55812
45,0.05,56560
46,0.05,55800
47,0.07,56428
48,0.05,55660
49,0.06,56188
50,0.06,55664
51,0.06,55768
52,0.07,56400
53,0.07,56184
54,0.05,55696
55,0.06,55912
56,0.06,55916
57,0.06,56700
58,0.06,55536
59,0.07,55788
60,0.06,55812
61,0.06,56684
62,0.06,53744
63,0.06,56680
64,0.08,56944
65,0.06,55532
66,0.06,56688
67,0.06,56188
68,0.05,56196
69,0.06,55420
70,0.05,55932
71,0.05,55804
72,0.05,55540
73,0.06,55920
74,0.05,55788
75,0.06,56304
76,0.06,55784
77,0.06,56184
78,0.06,53480
79,0.07,56048
80,0.06,55660
81,0.07,56316
82,0.07,56168
83,0.06,56444
84,0.06,56692
85,0.05,56432
86,0.06,56688
87,0.05,56044
88,0.06,57212
89,0.06,55804
90,0.06,56312
91,0.06,56684
92,0.07,56112
93,0.06,55536
94,0.05,55804
95,0.06,56048
96,0.05,53608
97,0.06,56400
98,0.06,55668
99,0.07,55676
100,0.06,56300
