Iteración,Tiempo(s),Memoria(KB)
1,0.07,55848
2,0.07,55788
3,0.05,55540
4,0.06,56188
5,0.05,55536
6,0.12,55932
7,0.06,55656
8,0.06,56060
9,0.06,53364
10,0.06,53380
11,0.06,53616
12,0.07,55672
13,0.05,56188
14,0.05,55672
15,0.05,55920
16,0.06,56060
17,0.05,53500
18,0.06,55932
19,0.05,55916
20,0.06,55928
21,0.06,55280
22,0.06,53480
23,0.05,55792
24,0.06,53224
25,0.06,53124
26,0.05,55804
27,0.07,56172
28,0.06,55544
29,0.05,53256
30,0.05,53620
31,0.05,55920
32,0.05,53608
33,0.05,53192
34,0.06,40572
35,0.05,53620
36,0.05,55640
37,0.05,55532
38,0.05,53752
39,0.06,53748
40,0.07,53648
41,0.06,55912
42,0.05,55788
43,0.06,53228
44,0.07,56048
45,0.05,55796
46,0.06,55804
47,0.05,53356
48,0.05,53104
49,0.06,53368
50,0.06,53484
51,0.05,40200
52,0.06,53340
53,0.05,55792
54,0.06,56188
55,0.06,53484
56,0.07,55788
57,0.05,53628
58,0.05,53368
59,0.05,53740
60,0.05,40552
61,0.05,53488
62,0.05,53488
63,0.06,56044
64,0.06,53508
65,0.05,53352
66,0.05,55672
67,0.05,53620
68,0.06,53228
69,0.05,55412
70,0.06,53264
71,0.05,53232
72,0.06,53232
73,0.07,56444
74,0.05,55800
75,0.05,55292
76,0.07,55676
77,0.05,53100
78,0.05,56060
79,0.07,55548
80,0.06,53228
81,0.06,55676
82,0.07,53124
83,0.05,55676
84,0.05,55792
85,0.06,56180
86,0.06,53884
87,0.05,53752
88,0.06,56188
89,0.05,53496
90,0.05,53372
91,0.05,52988
92,0.05,55548
93,0.05,55748
94,0.05,55796
95,0.05,55800
96,0.06,56048
97,0.05,53876
98,0.06,55788
99,0.05,55676
100,0.05,53356
