Iteración,Tiempo(s),Memoria(KB)
1,0.06,53356
2,0.05,40572
3,0.05,55548
4,0.06,55788
5,0.05,56316
6,0.05,55796
7,0.06,56048
8,0.07,56060
9,0.05,55548
10,0.06,55896
11,0.06,55672
12,0.06,55660
13,0.05,55420
14,0.05,55916
15,0.05,53364
16,0.05,53352
17,0.05,53380
18,0.07,53360
19,0.05,56060
20,0.06,53488
21,0.05,53244
22,0.06,53492
23,0.06,53548
24,0.05,55920
25,0.07,56180
26,0.06,55928
27,0.06,53228
28,0.05,53244
29,0.06,55664
30,0.07,55932
31,0.06,53628
32,0.05,53356
33,0.05,55804
34,0.05,55536
35,0.05,55792
36,0.05,53252
37,0.05,53116
38,0.06,56308
39,0.06,55916
40,0.05,55548
41,0.05,56188
42,0.06,56040
43,0.05,55672
44,0.05,53356
45,0.05,53488
46,0.05,53484
47,0.05,55532
48,0.06,53372
49,0.07,55664
50,0.05,53628
51,0.05,53368
52,0.05,55420
53,0.05,53244
54,0.05,53228
55,0.06,55932
56,0.05,53240
57,0.07,56188
58,0.06,53372
59,0.06,56056
60,0.06,56056
61,0.05,53356
62,0.05,55548
63,0.05,56176
64,0.05,53488
65,0.05,55548
66,0.06,53628
67,0.06,55628
68,0.06,56172
69,0.06,53360
70,0.06,55744
71,0.05,56196
72,0.06,56048
73,0.07,55676
74,0.05,55420
75,0.05,55788
76,0.06,53764
77,0.05,53484
78,0.05,55280
79,0.05,53496
80,0.05,55548
81,0.05,55548
82,0.05,55500
83,0.06,56052
84,0.05,55276
85,0.05,55788
86,0.05,53488
87,0.05,40432
88,0.05,55924
89,0.05,52980
90,0.05,53108
91,0.05,53496
92,0.05,55788
93,0.05,53500
94,0.05,53740
95,0.06,53228
96,0.06,56300
97,0.06,53360
98,0.05,55804
99,0.05,55408
100,0.05,55788
