Iteración,Tiempo(s),Memoria(KB)
1,0.06,56044
2,0.06,55792
3,0.05,56188
4,0.07,56056
5,0.06,56560
6,0.05,56048
7,0.05,55924
8,0.06,56572
9,0.06,56948
10,0.07,56688
11,0.07,55692
12,0.06,55540
13,0.07,56300
14,0.06,53736
15,0.06,56700
16,0.05,55248
17,0.05,56552
18,0.06,56180
19,0.06,55664
20,0.05,55916
21,0.06,55676
22,0.10,55796
23,0.05,55772
24,0.06,56572
25,0.07,55932
26,0.06,55660
27,0.05,56444
28,0.05,55792
29,0.06,55804
30,0.05,55712
31,0.06,56208
32,0.05,53868
33,0.05,56172
34,0.06,56700
35,0.06,56180
36,0.07,56188
37,0.06,56436
38,0.05,55916
39,0.05,55628
40,0.05,56568
41,0.06,57084
42,0.06,55540
43,0.06,55804
44,0.06,55912
45,0.05,56300
46,0.06,56172
47,0.05,55536
48,0.05,55536
49,0.06,56312
50,0.06,55920
51,0.06,55548
52,0.06,55676
53,0.06,56176
54,0.05,53748
55,0.05,55532
56,0.07,57084
57,0.06,56060
58,0.05,55772
59,0.06,55784
60,0.07,56692
61,0.05,56552
62,0.07,56300
63,0.07,55632
64,0.06,56400
65,0.06,56824
66,0.06,55800
67,0.06,56936
68,0.06,56444
69,0.05,55492
70,0.05,55548
71,0.05,55796
72,0.05,56444
73,0.05,56568
74,0.06,55548
75,0.07,56952
76,0.05,56304
77,0.07,56432
78,0.07,55932
79,0.07,56536
80,0.07,55400
81,0.05,56556
82,0.05,56176
83,0.06,56188
84,0.07,57084
85,0.06,53580
86,0.06,55804
87,0.06,55536
88,0.05,55668
89,0.05,56048
90,0.05,56316
91,0.06,55784
92,0.07,55788
93,0.06,56060
94,0.06,55404
95,0.05,55920
96,0.06,57080
97,0.05,55516
98,0.06,56172
99,0.06,53616
100,0.06,56384
