Iteración,Tiempo(s),Memoria(KB)
1,0.08,56188
2,0.07,55932
3,0.07,56188
4,0.08,53360
5,0.07,53500
6,0.06,53616
7,0.07,53636
8,0.07,53488
9,0.06,55236
10,0.06,55536
11,0.07,53124
12,0.09,55980
13,0.07,53356
14,0.07,53364
15,0.06,53364
16,0.06,55676
17,0.06,53244
18,0.06,56184
19,0.06,53208
20,0.06,40296
21,0.06,56176
22,0.06,53228
23,0.06,53484
24,0.05,53244
25,0.11,56172
26,0.06,55676
27,0.07,53628
28,0.10,55400
29,0.06,40316
30,0.05,53372
31,0.06,53568
32,0.07,55280
33,0.07,55660
34,0.06,55160
35,0.07,56060
36,0.07,56044
37,0.06,56052
38,0.06,55672
39,0.06,53372
40,0.07,55468
41,0.06,52980
42,0.06,53616
43,0.06,53496
44,0.06,56312
45,0.07,55920
46,0.06,53412
47,0.08,56208
48,0.06,55148
49,0.05,52964
50,0.06,53536
51,0.06,56184
52,0.06,55848
53,0.06,55404
54,0.06,56060
55,0.06,53360
56,0.06,53488
57,0.05,55364
58,0.05,55696
59,0.05,53452
60,0.06,53444
61,0.06,53360
62,0.06,56440
63,0.05,53232
64,0.06,56240
65,0.06,56048
66,0.06,56048
67,0.05,53484
68,0.05,53628
69,0.06,55804
70,0.05,53356
71,0.07,56048
72,0.06,56312
73,0.06,56056
74,0.05,55160
75,0.05,55596
76,0.06,53360
77,0.05,53744
78,0.07,56044
79,0.06,53740
80,0.05,55548
81,0.06,56316
82,0.06,53372
83,0.07,55960
84,0.08,53416
85,0.06,53500
86,0.07,55548
87,0.06,56208
88,0.06,56048
89,0.06,55016
90,0.07,55924
91,0.06,53368
92,0.06,53244
93,0.06,53488
94,0.06,56060
95,0.05,53316
96,0.06,56172
97,0.05,55664
98,0.05,53356
99,0.06,55788
100,0.06,53380
