Iteración,Tiempo(s),Memoria(KB)
1,0.14,53100
2,0.09,56172
3,0.08,53244
4,0.08,56172
5,0.10,53496
6,0.13,53488
7,0.07,53352
8,0.09,56060
9,0.07,55568
10,0.07,53620
11,0.08,53240
12,0.09,53752
13,0.08,56044
14,0.07,56044
15,0.07,55420
16,0.12,40700
17,0.13,52968
18,0.07,55920
19,0.06,55412
20,0.09,56144
21,0.09,53608
22,0.09,53612
23,0.10,56172
24,0.13,53508
25,0.07,53228
26,0.13,55912
27,0.09,56312
28,0.08,53232
29,0.08,53244
30,0.07,53612
31,0.07,56184
32,0.07,56060
33,0.08,56136
34,0.08,55416
35,0.07,53528
36,0.09,56436
37,0.10,53228
38,0.15,56172
39,0.13,55668
40,0.14,56232
41,0.10,53364
42,0.08,55544
43,0.09,55916
44,0.12,55440
45,0.16,53500
46,0.15,56040
47,0.08,53316
48,0.07,53436
49,0.13,55704
50,0.08,56144
51,0.09,53232
52,0.10,56556
53,0.14,55544
54,0.13,53236
55,0.07,55672
56,0.08,56572
57,0.07,55792
58,0.08,53628
59,0.13,55920
60,0.12,55916
61,0.11,53236
62,0.12,56216
63,0.13,55664
64,0.16,53352
65,0.14,53144
66,0.15,55516
67,0.15,56132
68,0.11,53624
69,0.13,53112
70,0.15,55812
71,0.13,53572
72,0.08,53496
73,0.07,55664
74,0.07,55532
75,0.08,53228
76,0.07,53608
77,0.10,55804
78,0.11,55408
79,0.10,53228
80,0.12,55784
81,0.16,55960
82,0.10,55676
83,0.12,55548
84,0.12,53372
85,0.19,53360
86,0.16,55916
87,0.07,56108
88,0.07,55280
89,0.08,55920
90,0.07,53372
91,0.09,53360
92,0.09,55532
93,0.12,53188
94,0.12,53464
95,0.09,53316
96,0.10,56176
97,0.10,52976
98,0.09,53776
99,0.08,53360
100,0.06,53496
