Iteración,Tiempo(s),Memoria(KB)
1,0.15,53116
2,0.07,55684
3,0.06,53356
4,0.08,55416
5,0.10,53360
6,0.13,40536
7,0.14,55676
8,0.13,53372
9,0.11,53616
10,0.09,53356
11,0.11,55952
12,0.15,55916
13,0.07,53372
14,0.07,53104
15,0.08,56176
16,0.09,53380
17,0.09,53616
18,0.07,55408
19,0.09,56056
20,0.08,53572
21,0.08,55420
22,0.08,53312
23,0.08,53244
24,0.09,55804
25,0.10,55580
26,0.09,56296
27,0.08,53112
28,0.10,53096
29,0.08,55368
30,0.07,55532
31,0.08,55668
32,0.08,53360
33,0.09,53500
34,0.10,55932
35,0.10,53500
36,0.10,55664
37,0.11,55672
38,0.13,53232
39,0.08,53352
40,0.08,53508
41,0.08,56172
42,0.08,55920
43,0.09,55420
44,0.08,40440
45,0.08,53756
46,0.09,56044
47,0.09,53116
48,0.14,55464
49,0.13,55536
50,0.18,56188
51,0.15,55804
52,0.08,55444
53,0.07,56092
54,0.13,53500
55,0.12,53492
56,0.10,53368
57,0.08,55660
58,0.10,55664
59,0.12,53356
60,0.19,56196
61,0.15,56048
62,0.08,56016
63,0.11,56316
64,0.11,56304
65,0.13,53368
66,0.17,55540
67,0.10,53628
68,0.08,53096
69,0.17,56056
70,0.13,56000
71,0.15,40556
72,0.13,55420
73,0.07,53488
74,0.06,55408
75,0.08,56052
76,0.08,56060
77,0.08,55672
78,0.08,55548
79,0.09,55916
80,0.08,53232
81,0.09,53228
82,0.15,52984
83,0.08,55784
84,0.10,53420
85,0.13,53372
86,0.08,53748
87,0.07,55784
88,0.08,40560
89,0.12,53616
90,0.09,55664
91,0.15,53240
92,0.08,53244
93,0.09,53500
94,0.10,53740
95,0.12,53628
96,0.11,55656
97,0.11,53620
98,0.08,56188
99,0.10,53488
100,0.13,53608
