Iteración,Tiempo(s),Memoria(KB)
1,0.06,55540
2,0.10,56764
3,0.06,55804
4,0.06,56700
5,0.05,56176
6,0.06,56296
7,0.06,56172
8,0.05,55660
9,0.06,56048
10,0.06,55932
11,0.07,56316
12,0.06,56172
13,0.06,55956
14,0.07,55528
15,0.06,55916
16,0.06,55556
17,0.06,55920
18,0.07,55676
19,0.06,56828
20,0.07,56688
21,0.07,56700
22,0.07,56188
23,0.07,55920
24,0.07,55588
25,0.06,55292
26,0.05,56044
27,0.05,55660
28,0.06,56296
29,0.07,57064
30,0.06,53744
31,0.06,55540
32,0.05,56304
33,0.06,56304
34,0.05,55920
35,0.07,56948
36,0.07,56180
37,0.05,55408
38,0.06,56156
39,0.06,56300
40,0.06,53496
41,0.07,55668
42,0.06,55792
43,0.05,55804
44,0.06,55788
45,0.06,56956
46,0.07,56708
47,0.07,56556
48,0.06,56552
49,0.07,56548
50,0.07,56304
51,0.05,55656
52,0.06,55788
53,0.06,56060
54,0.06,56040
55,0.06,56044
56,0.06,55672
57,0.06,55920
58,0.05,56048
59,0.05,56272
60,0.06,56772
61,0.07,55932
62,0.06,55924
63,0.06,56300
64,0.06,57084
65,0.06,56816
66,0.05,55928
67,0.06,56044
68,0.06,56684
69,0.05,55540
70,0.06,53700
71,0.07,56188
72,0.06,55788
73,0.06,56304
74,0.06,55664
75,0.06,55796
76,0.06,56820
77,0.06,53744
78,0.07,56176
79,0.08,56096
80,0.07,56304
81,0.06,56056
82,0.06,56316
83,0.07,56188
84,0.08,56188
85,0.06,56316
86,0.06,56172
87,0.06,55656
88,0.05,56300
89,0.06,55804
90,0.06,56444
91,0.05,55408
92,0.05,55528
93,0.09,58232
94,0.08,55556
95,0.06,55404
96,0.05,55548
97,0.05,55928
98,0.05,55664
99,0.05,55664
100,0.06,56572
