Iteración,Tiempo(s),Memoria(KB)
1,0.14,55620
2,0.10,56044
3,0.12,56316
4,0.12,55804
5,0.09,56044
6,0.13,55408
7,0.08,55784
8,0.10,55544
9,0.11,56308
10,0.13,55788
11,0.12,55428
12,0.16,56900
13,0.14,56440
14,0.16,55920
15,0.12,56228
16,0.08,55792
17,0.07,56140
18,0.06,55932
19,0.06,56044
20,0.08,55928
21,0.10,56060
22,0.15,56188
23,0.14,56432
24,0.16,55556
25,0.11,53764
26,0.14,55928
27,0.16,55500
28,0.17,55792
29,0.17,55672
30,0.08,53488
31,0.09,55608
32,0.11,53608
33,0.13,55804
34,0.07,55784
35,0.07,55556
36,0.08,56172
37,0.08,55664
38,0.08,56304
39,0.08,55664
40,0.09,55664
41,0.13,56940
42,0.13,56944
43,0.16,55940
44,0.16,56828
45,0.11,55672
46,0.15,56388
47,0.14,57072
48,0.08,55668
49,0.07,55664
50,0.08,56044
51,0.10,55548
52,0.10,55920
53,0.11,55932
54,0.12,55976
55,0.12,55532
56,0.08,56300
57,0.08,55676
58,0.10,55784
59,0.10,55924
60,0.12,53876
61,0.08,55976
62,0.09,55544
63,0.09,56684
64,0.09,54004
65,0.14,55532
66,0.08,56180
67,0.06,55796
68,0.10,56556
69,0.09,56132
70,0.07,55408
71,0.07,56304
72,0.07,56168
73,0.07,56432
74,0.06,56316
75,0.07,55532
76,0.08,55676
77,0.09,56176
78,0.11,56180
79,0.11,55548
80,0.12,56296
81,0.16,56812
82,0.07,56444
83,0.06,56688
84,0.07,56172
85,0.07,55916
86,0.06,56556
87,0.07,53636
88,0.07,56684
89,0.09,55800
90,0.16,56188
91,0.10,56048
92,0.11,53752
93,0.16,56444
94,0.08,56188
95,0.12,55752
96,0.17,56080
97,0.13,56304
98,0.06,55792
99,0.07,55448
100,0.18,56820
