Iteración,Tiempo(s),Memoria(KB)
1,0.06,55320
2,0.07,55672
3,0.07,53500
4,0.10,53188
5,0.08,56300
6,0.07,55536
7,0.08,53228
8,0.12,56444
9,0.10,40188
10,0.08,56060
11,0.07,53224
12,0.09,53492
13,0.10,53372
14,0.10,53484
15,0.11,53624
16,0.12,55036
17,0.12,53624
18,0.08,53372
19,0.08,53616
20,0.08,55804
21,0.09,53492
22,0.09,54780
23,0.09,53364
24,0.09,55796
25,0.10,55664
26,0.10,40312
27,0.12,53236
28,0.13,56052
29,0.14,53484
30,0.09,56080
31,0.13,53472
32,0.12,56172
33,0.14,55048
34,0.14,55084
35,0.13,53488
36,0.08,53244
37,0.14,55812
38,0.07,40156
39,0.10,55772
40,0.10,54908
41,0.09,53584
42,0.09,55916
43,0.08,53392
44,0.13,53356
45,0.14,53232
46,0.06,53356
47,0.06,55420
48,0.09,56056
49,0.11,56048
50,0.11,53224
51,0.16,53060
52,0.14,53244
53,0.07,55676
54,0.09,55420
55,0.10,56208
56,0.12,53392
57,0.09,53472
58,0.07,56156
59,0.06,53360
60,0.07,56060
61,0.08,56044
62,0.10,55784
63,0.14,40348
64,0.08,53316
65,0.08,53352
66,0.09,55932
67,0.10,55536
68,0.11,53484
69,0.12,53492
70,0.08,55016
71,0.16,53224
72,0.14,40324
73,0.09,55804
74,0.09,40424
75,0.11,55664
76,0.12,53484
77,0.14,40304
78,0.08,53504
79,0.15,55916
80,0.11,53680
81,0.14,53368
82,0.07,56180
83,0.06,55544
84,0.07,53500
85,0.10,55920
86,0.13,56168
87,0.14,53500
88,0.09,55804
89,0.10,53496
90,0.14,55656
91,0.16,56208
92,0.16,55932
93,0.16,55916
94,0.12,55556
95,0.15,55940
96,0.07,55876
97,0.09,56256
98,0.11,55792
99,0.10,53772
100,0.16,55912
