Iteración,Tiempo(s),Memoria(KB)
1,0.11,55916
2,0.15,56048
3,0.14,56056
4,0.15,56188
5,0.12,55932
6,0.14,56344
7,0.08,55660
8,0.08,56188
9,0.08,55420
10,0.09,56312
11,0.08,56060
12,0.08,56300
13,0.08,56308
14,0.08,56176
15,0.09,56296
16,0.08,56316
17,0.09,55916
18,0.18,56316
19,0.15,55920
20,0.09,56316
21,0.07,56644
22,0.06,55920
23,0.08,56300
24,0.06,55932
25,0.07,55924
26,0.10,56176
27,0.12,57072
28,0.11,55620
29,0.11,56300
30,0.09,56560
31,0.10,56556
32,0.10,55800
33,0.10,55536
34,0.12,55916
35,0.16,56772
36,0.07,56660
37,0.07,55548
38,0.07,56056
39,0.11,56316
40,0.15,57072
41,0.07,56564
42,0.07,56304
43,0.08,56964
44,0.10,55684
45,0.11,56428
46,0.06,55664
47,0.09,56432
48,0.17,55932
49,0.19,56572
50,0.14,55628
51,0.14,56796
52,0.14,55916
53,0.07,55940
54,0.09,55536
55,0.09,55912
56,0.11,55804
57,0.15,56688
58,0.08,55272
59,0.10,55536
60,0.11,55788
61,0.12,55932
62,0.09,55916
63,0.07,56324
64,0.06,56556
65,0.07,53872
66,0.06,56308
67,0.07,56208
68,0.06,55620
69,0.07,55536
70,0.09,56432
71,0.10,56172
72,0.15,55672
73,0.07,56172
74,0.08,55532
75,0.10,55788
76,0.11,57076
77,0.11,57036
78,0.12,55804
79,0.15,55788
80,0.15,56432
81,0.10,56048
82,0.13,56808
83,0.08,55664
84,0.09,55932
85,0.10,55536
86,0.14,55780
87,0.14,55532
88,0.08,55980
89,0.10,56552
90,0.13,56700
91,0.13,55668
92,0.07,56176
93,0.07,56112
94,0.07,56052
95,0.06,55532
96,0.07,56828
97,0.06,55800
98,0.07,56188
99,0.07,56056
100,0.09,55532
