Iteración,Tiempo(s),Memoria(KB)
1,0.05,53264
2,0.06,56060
3,0.05,55664
4,0.07,53116
5,0.06,53232
6,0.06,55928
7,0.06,53356
8,0.07,56572
9,0.05,53352
10,0.07,55784
11,0.05,56300
12,0.05,53372
13,0.06,56188
14,0.06,55412
15,0.06,56048
16,0.06,53756
17,0.07,56184
18,0.06,53736
19,0.06,53696
20,0.05,55792
21,0.06,55792
22,0.06,53360
23,0.07,55784
24,0.05,53232
25,0.06,56444
26,0.06,55544
27,0.06,55420
28,0.05,53500
29,0.06,56044
30,0.05,53480
31,0.06,55796
32,0.06,55792
33,0.05,56432
34,0.05,56048
35,0.05,53484
36,0.05,53488
37,0.05,55796
38,0.06,56056
39,0.05,55664
40,0.05,55804
41,0.06,55548
42,0.06,54892
43,0.06,55164
44,0.05,56056
45,0.09,56016
46,0.06,56060
47,0.07,55660
48,0.05,53492
49,0.06,55804
50,0.06,56016
51,0.05,53492
52,0.07,55660
53,0.05,53324
54,0.05,55664
55,0.05,53232
56,0.06,55920
57,0.05,55536
58,0.07,55672
59,0.05,55404
60,0.05,55672
61,0.05,53356
62,0.06,56056
63,0.06,53356
64,0.08,55340
65,0.05,55536
66,0.05,53496
67,0.05,53484
68,0.05,55408
69,0.06,55660
70,0.06,55932
71,0.06,56040
72,0.07,53240
73,0.05,55684
74,0.06,56060
75,0.06,56524
76,0.06,53108
77,0.06,53308
78,0.06,53628
79,0.05,53360
80,0.07,55796
81,0.05,55784
82,0.05,56044
83,0.05,53356
84,0.05,55620
85,0.06,56176
86,0.05,55420
87,0.06,53508
88,0.06,55548
89,0.05,55420
90,0.05,55452
91,0.06,56432
92,0.06,55664
93,0.05,40572
94,0.05,53484
95,0.05,55536
96,0.05,53612
97,0.05,53508
98,0.06,56048
99,0.06,40168
100,0.06,55148
