Iteración,Tiempo(s),Memoria(KB)
1,0.13,56180
2,0.18,56304
3,0.07,53616
4,0.07,53520
5,0.09,56444
6,0.15,56304
7,0.07,53672
8,0.08,55532
9,0.10,55540
10,0.11,56296
11,0.09,53488
12,0.06,53380
13,0.14,40444
14,0.07,56052
15,0.08,53356
16,0.06,55664
17,0.06,55916
18,0.06,56176
19,0.06,56452
20,0.06,56176
21,0.06,53292
22,0.06,55664
23,0.05,55672
24,0.06,55940
25,0.05,53616
26,0.07,56332
27,0.08,55292
28,0.08,56048
29,0.13,53356
30,0.11,53616
31,0.11,53252
32,0.14,53360
33,0.10,56188
34,0.10,53744
35,0.10,55932
36,0.09,53108
37,0.10,55876
38,0.10,53328
39,0.13,55932
40,0.14,56316
41,0.08,55664
42,0.07,40168
43,0.07,53452
44,0.07,55660
45,0.08,53352
46,0.16,56240
47,0.18,56220
48,0.14,53100
49,0.07,53688
50,0.15,56012
51,0.10,53244
52,0.13,56184
53,0.08,52968
54,0.09,53168
55,0.07,40560
56,0.06,55600
57,0.06,56572
58,0.07,56048
59,0.08,55848
60,0.12,53200
61,0.17,56140
62,0.14,53480
63,0.07,53612
64,0.08,53372
65,0.13,55928
66,0.15,55704
67,0.07,55920
68,0.08,53744
69,0.09,55960
70,0.09,55416
71,0.09,55540
72,0.10,55536
73,0.09,55608
74,0.05,53500
75,0.05,53240
76,0.09,56180
77,0.12,53488
78,0.14,55920
79,0.08,55660
80,0.12,55664
81,0.11,53612
82,0.08,53620
83,0.08,53368
84,0.06,53384
85,0.05,53372
86,0.05,55920
87,0.07,55528
88,0.24,55980
89,0.18,56048
90,0.16,56052
91,0.07,54992
92,0.08,55932
93,0.12,56048
94,0.13,53480
95,0.11,53328
96,0.12,56016
97,0.08,55804
98,0.06,53628
99,0.06,53480
100,0.08,54992
