Iteración,Tiempo(s),Memoria(KB)
1,0.05,55912
2,0.05,53100
3,0.05,55916
4,0.07,56296
5,0.05,53104
6,0.05,55280
7,0.06,55888
8,0.06,55768
9,0.06,40296
10,0.06,56040
11,0.06,56188
12,0.06,53736
13,0.06,55412
14,0.06,55408
15,0.05,55280
16,0.06,53360
17,0.07,55932
18,0.06,55572
19,0.06,53628
20,0.06,53864
21,0.05,53356
22,0.05,53620
23,0.07,55840
24,0.05,55420
25,0.05,53496
26,0.05,53360
27,0.06,56196
28,0.06,53244
29,0.05,55148
30,0.06,53484
31,0.07,55916
32,0.07,55916
33,0.05,53244
34,0.06,53236
35,0.05,55632
36,0.05,55916
37,0.05,53628
38,0.05,55940
39,0.05,53168
40,0.05,53480
41,0.06,53372
42,0.08,53372
43,0.07,55420
44,0.05,55544
45,0.05,53336
46,0.06,53356
47,0.05,53232
48,0.05,55544
49,0.25,56028
50,0.38,55164
51,0.47,55428
52,0.48,53380
53,0.17,53572
54,0.08,53492
55,0.07,56188
56,0.07,56424
57,0.07,55036
58,0.06,53116
59,0.05,53628
60,0.06,53496
61,0.06,53492
62,0.07,53628
63,0.07,53244
64,0.07,55528
65,0.05,55804
66,0.07,40424
67,0.06,55660
68,0.06,53480
69,0.06,55600
70,0.05,53484
71,0.06,53332
72,0.06,55636
73,0.06,56300
74,0.06,40444
75,0.08,55472
76,0.07,56172
77,0.08,55932
78,0.08,55788
79,0.08,55404
80,0.08,53488
81,0.09,53136
82,0.08,53488
83,0.08,55916
84,0.08,54376
85,0.06,56388
86,0.07,56060
87,0.07,55784
88,0.06,55932
89,0.06,53360
90,0.08,56188
91,0.07,55804
92,0.09,55792
93,0.07,56152
94,0.17,56060
95,0.14,55016
96,0.14,53548
97,0.12,56180
98,0.07,55280
99,0.06,40188
100,0.06,53508
