Iteración,Tiempo(s),Memoria(KB)
1,0.10,55024
2,0.06,55676
3,0.06,55916
4,0.06,53616
5,0.06,56304
6,0.05,55656
7,0.06,56436
8,0.07,55120
9,0.08,52988
10,0.06,40428
11,0.05,53368
12,0.06,53224
13,0.07,56304
14,0.06,56048
15,0.07,55836
16,0.06,55940
17,0.05,56196
18,0.06,55548
19,0.06,55276
20,0.05,55552
21,0.06,53456
22,0.06,56176
23,0.05,53508
24,0.06,56300
25,0.06,53380
26,0.05,55784
27,0.06,55632
28,0.06,55916
29,0.06,53132
30,0.05,55292
31,0.06,53112
32,0.05,55932
33,0.05,55784
34,0.06,56056
35,0.06,53368
36,0.06,56068
37,0.06,55548
38,0.05,53612
39,0.06,53392
40,0.07,55932
41,0.06,55664
42,0.06,53356
43,0.06,53108
44,0.07,56040
45,0.05,56040
46,0.06,53484
47,0.05,55672
48,0.07,56460
49,0.06,56024
50,0.05,55920
51,0.05,55788
52,0.06,55524
53,0.06,56432
54,0.05,55164
55,0.05,53208
56,0.05,55504
57,0.06,56060
58,0.06,53468
59,0.06,55548
60,0.07,56428
61,0.06,40444
62,0.06,56540
63,0.06,55036
64,0.07,56048
65,0.06,55888
66,0.05,55568
67,0.05,56048
68,0.10,56528
69,0.06,55604
70,0.06,53488
71,0.06,55672
72,0.06,56188
73,0.05,53232
74,0.06,55536
75,0.05,40444
76,0.07,55416
77,0.06,53112
78,0.06,56080
79,0.05,53740
80,0.06,53096
81,0.05,53612
82,0.07,55932
83,0.06,53356
84,0.06,53484
85,0.06,56180
86,0.05,53360
87,0.06,53604
88,0.05,55288
89,0.05,53484
90,0.05,56188
91,0.06,53740
92,0.06,55792
93,0.05,56172
94,0.05,53484
95,0.06,53608
96,0.06,53868
97,0.06,56052
98,0.06,53624
99,0.06,53488
100,0.06,53360
