Iteración,Tiempo(s),Memoria(KB)
1,0.06,55880
2,0.05,53744
3,0.06,53244
4,0.05,55548
5,0.07,56168
6,0.06,55536
7,0.05,55916
8,0.07,55664
9,0.07,55916
10,0.06,53380
11,0.05,56060
12,0.05,55916
13,0.05,56048
14,0.05,55312
15,0.06,53444
16,0.06,53380
17,0.05,53352
18,0.05,53620
19,0.07,56060
20,0.07,55772
21,0.07,53492
22,0.05,53756
23,0.05,53488
24,0.05,55512
25,0.05,40060
26,0.05,55292
27,0.05,53484
28,0.05,53372
29,0.06,56080
30,0.06,56176
31,0.05,55664
32,0.05,53228
33,0.06,55788
34,0.05,55532
35,0.05,56556
36,0.05,53360
37,0.06,55668
38,0.06,53616
39,0.05,53416
40,0.07,55420
41,0.05,53620
42,0.05,55404
43,0.05,53288
44,0.06,56020
45,0.05,53224
46,0.06,55548
47,0.06,53372
48,0.07,55792
49,0.08,53480
50,0.05,53120
51,0.05,53748
52,0.05,53372
53,0.05,53480
54,0.06,55792
55,0.06,52844
56,0.06,55420
57,0.05,53236
58,0.06,55916
59,0.05,56168
60,0.05,53244
61,0.05,55532
62,0.05,55792
63,0.06,56176
64,0.05,56012
65,0.06,53488
66,0.06,55932
67,0.05,53100
68,0.05,55796
69,0.05,53212
70,0.05,53232
71,0.06,53496
72,0.05,55504
73,0.06,55916
74,0.06,53232
75,0.06,56312
76,0.06,56060
77,0.05,40444
78,0.10,56180
79,0.05,53612
80,0.06,53360
81,0.06,53096
82,0.05,55536
83,0.07,53368
84,0.05,52996
85,0.06,55420
86,0.06,56172
87,0.05,53208
88,0.06,53356
89,0.06,55320
90,0.05,53616
91,0.05,53228
92,0.05,55804
93,0.06,55792
94,0.06,55476
95,0.05,55916
96,0.06,56176
97,0.06,56060
98,0.05,53356
99,0.05,55544
100,0.05,53500
