Iteración,Tiempo(s),Memoria(KB)
1,0.07,56012
2,0.07,57212
3,0.07,55792
4,0.05,55932
5,0.07,56012
6,0.08,56428
7,0.06,55664
8,0.06,53500
9,0.06,56172
10,0.07,57040
11,0.06,55800
12,0.06,56700
13,0.07,56544
14,0.06,56316
15,0.08,56060
16,0.06,56048
17,0.09,55924
18,0.08,56940
19,0.06,53628
20,0.07,56572
21,0.06,55464
22,0.06,56424
23,0.07,55804
24,0.06,55412
25,0.07,55932
26,0.05,55668
27,0.05,56296
28,0.07,55804
29,0.06,53628
30,0.05,56680
31,0.05,53372
32,0.05,56044
33,0.05,56440
34,0.05,55400
35,0.06,55792
36,0.06,55620
37,0.05,55952
38,0.06,56424
39,0.07,55784
40,0.05,53496
41,0.05,56188
42,0.07,56864
43,0.05,55920
44,0.07,55804
45,0.08,55792
46,0.06,55948
47,0.08,55668
48,0.08,56044
49,0.06,56336
50,0.08,56204
51,0.08,56696
52,0.07,56436
53,0.06,55556
54,0.06,55792
55,0.06,55440
56,0.06,56816
57,0.06,56428
58,0.06,56144
59,0.05,55804
60,0.07,56180
61,0.07,55928
62,0.07,55468
63,0.06,55660
64,0.07,53608
65,0.07,55804
66,0.06,55792
67,0.08,55676
68,0.05,55596
69,0.05,53500
70,0.06,54768
71,0.07,56060
72,0.07,56044
73,0.07,55920
74,0.06,56168
75,0.05,56444
76,0.06,56684
77,0.08,56088
78,0.06,56928
79,0.07,56948
80,0.07,55788
81,0.09,56140
82,0.06,55632
83,0.06,55676
84,0.05,55920
85,0.06,55900
86,0.09,55836
87,0.07,56188
88,0.06,55548
89,0.07,56684
90,0.05,55788
91,0.05,55788
92,0.07,56956
93,0.06,55536
94,0.07,55932
95,0.05,55596
96,0.06,56188
97,0.06,56436
98,0.07,56052
99,0.06,55932
100,0.05,56316
