Iteración,Tiempo(s),Memoria(KB)
1,0.06,55024
2,0.05,40424
3,0.05,56060
4,0.05,53372
5,0.06,56056
6,0.06,56188
7,0.06,56044
8,0.07,56300
9,0.05,53488
10,0.06,53104
11,0.06,55912
12,0.05,55660
13,0.06,55928
14,0.05,56316
15,0.05,53748
16,0.06,56172
17,0.05,53484
18,0.05,55544
19,0.06,53148
20,0.08,55804
21,0.05,53484
22,0.06,55676
23,0.06,53616
24,0.08,55932
25,0.06,55924
26,0.06,53248
27,0.06,53244
28,0.05,53356
29,0.05,53288
30,0.05,53756
31,0.06,53356
32,0.06,55532
33,0.06,53484
34,0.08,53104
35,0.06,56040
36,0.06,55172
37,0.05,53372
38,0.06,53232
39,0.07,55504
40,0.07,56428
41,0.06,55024
42,0.07,56172
43,0.06,56132
44,0.05,40552
45,0.06,52988
46,0.06,55788
47,0.07,55916
48,0.07,53492
49,0.05,53996
50,0.06,53244
51,0.06,53624
52,0.07,55416
53,0.05,55548
54,0.06,55932
55,0.06,56316
56,0.05,53196
57,0.06,55932
58,0.07,56424
59,0.05,53244
60,0.06,53484
61,0.06,55660
62,0.06,40444
63,0.06,55824
64,0.05,56060
65,0.05,56180
66,0.05,53356
67,0.06,55384
68,0.05,53484
69,0.05,55784
70,0.06,56048
71,0.06,55928
72,0.05,55676
73,0.05,55404
74,0.06,56340
75,0.05,53244
76,0.06,56176
77,0.06,53500
78,0.06,55920
79,0.06,55036
80,0.07,53480
81,0.05,53400
82,0.10,55376
83,0.05,53488
84,0.05,53752
85,0.05,56172
86,0.06,55676
87,0.05,40188
88,0.05,53612
89,0.05,55656
90,0.06,53480
91,0.05,55664
92,0.05,55664
93,0.06,56564
94,0.06,56316
95,0.06,53500
96,0.08,55628
97,0.05,55792
98,0.05,55384
99,0.05,40580
100,0.05,55532
