Iteración,Tiempo(s),Memoria(KB)
1,0.07,56300
2,0.05,53464
3,0.06,55920
4,0.06,55788
5,0.06,53724
6,0.06,53104
7,0.05,55404
8,0.06,53372
9,0.07,55800
10,0.05,53244
11,0.05,56168
12,0.06,53616
13,0.06,55548
14,0.05,53764
15,0.05,53488
16,0.06,55640
17,0.05,53488
18,0.06,55800
19,0.06,53488
20,0.06,53124
21,0.06,53232
22,0.06,55920
23,0.06,55540
24,0.06,53372
25,0.05,53500
26,0.05,55532
27,0.06,53596
28,0.05,53360
29,0.06,53104
30,0.06,53228
31,0.07,55548
32,0.06,53244
33,0.06,56040
34,0.07,56152
35,0.06,55932
36,0.05,40568
37,0.07,56044
38,0.05,55408
39,0.05,55500
40,0.06,53208
41,0.05,53232
42,0.05,53628
43,0.06,53484
44,0.05,53532
45,0.06,56432
46,0.05,55932
47,0.05,53484
48,0.06,55920
49,0.07,55920
50,0.07,55792
51,0.05,53364
52,0.09,55876
53,0.06,56176
54,0.05,55548
55,0.05,53364
56,0.05,55788
57,0.06,56060
58,0.05,55664
59,0.06,53284
60,0.06,53356
61,0.05,53360
62,0.06,56304
63,0.06,53624
64,0.05,55932
65,0.05,53500
66,0.05,53352
67,0.05,53488
68,0.05,55548
69,0.05,55668
70,0.06,56316
71,0.06,53100
72,0.05,55788
73,0.05,55676
74,0.05,53628
75,0.06,53488
76,0.05,56180
77,0.05,55876
78,0.05,53252
79,0.05,53628
80,0.06,52816
81,0.05,55656
82,0.06,55672
83,0.06,56196
84,0.07,56056
85,0.06,53576
86,0.06,55532
87,0.06,56060
88,0.06,53616
89,0.06,55548
90,0.06,53244
91,0.07,56316
92,0.06,56304
93,0.06,53372
94,0.06,56424
95,0.06,40560
96,0.07,53104
97,0.05,55784
98,0.06,55724
99,0.08,55536
100,0.05,55664
