LOC,n1,n2,N1,N2,n,N,V,L,D,E,B
22.0,9.0,34.0,25.0,63.0,43.0,88.0,477.51129841378463,0.11992945326278659,8.338235294117647,3981.601561773763,0.15917043280459486
27.0,7.0,39.0,31.0,77.0,46.0,108.0,596.5446912541574,0.1447124304267161,6.910256410256411,4122.276776743473,0.19884823041805247
33.0,6.0,40.0,32.0,91.0,46.0,123.0,679.3981205950126,0.1465201465201465,6.824999999999999,4636.892173060962,0.22646604019833755
26.0,7.0,23.0,19.0,56.0,30.0,75.0,368.0167946706389,0.1173469387755102,8.521739130434783,3136.1431198019663,0.12267226489021296
24.0,6.0,28.0,23.0,60.0,34.0,83.0,422.2594158237782,0.15555555555555556,6.428571428571429,2714.5248160100027,0.14075313860792607
